nameplate,generation,fuel,age,capacityfactor,co2emissions,co2emissionsRate
12,19770,HYDRO,29.7,0.185,0,0
38,392,GAS,45.1,0.0012,270.54,1380.33
30,295,OIL,34.9,0.0011,244.37,1656.76
15,318,OIL,34.4,0.0024,347.13,2183.2
18,2088,GAS,47.5,0.0135,1729.02,1656.15
5,158,GAS,48,0.0036,87.47,1107.16
668,2551998,COAL,26.2,0.4363,3254586,2550.62
18,51,OIL,45,0,87.29,3423.27
19,494,OIL,44.8,0.003,400.72,1622.33
18,196,OIL,36,0.0013,175.93,1795.21
33,3143,GAS,56.3,0.0107,3471.34,2208.93
422,1795382,COAL,31.6,0.4857,2431477.06,2708.59
614,3354508,COAL,55.6,0.6239,3504602.98,2089.49
1304,7898624,COAL,59.8,0.6916,7956741.48,2014.72
3,18375,HYDRO,97.3,0.6169,0,0
2,3232,HYDRO,31,0.217,0,0
1100,3902585,COAL,56.4,0.405,4033752.5,2067.22
5,26392,HYDRO,26,0.6277,0,0
1198,3333287,COAL,39.3,0.3178,3527795.01,2116.71
396,1179068,COAL,62.1,0.3396,1256337.91,2131.07
23,10224,COAL,75,0.0499,53271.63,10420.58
2155,11815919,COAL,38.5,0.626,12625772.38,2137.08
641,2060809,COAL,48.8,0.367,2676888.57,2597.9
538,472,GAS,54,0.0001,482.6,2044.93
680,2285804,COAL,45.8,0.3837,2381515.52,2083.74
7,20869,HYDRO,92,0.3263,0,0
12,29025,HYDRO,90,0.2808,0,0
1193,5956642,COAL,41.8,0.5698,6456089.06,2167.69
84,0,OIL,43,0,195.85,-5021.72
144,113404,COAL,66.3,0.0898,187559.51,3307.81
65,359051,HYDRO,48,0.6325,0,0
105,40,OIL,46.7,0,298.29,14914.34
328,227093,GAS,28.2,0.079,112731.63,992.82
600,2296106,COAL,55.5,0.4369,2291766.1,1996.22
1173,2888241,COAL,49.5,0.2811,4271472.79,2957.84
142,13050,GAS,37.7,0.0105,11150.68,1708.92
369,1912144,COAL,44,0.5917,2436966.09,2548.94
22,33,GAS,51.5,0,48.73,2953.59
303,75264,GAS,35.2,0.0283,56227.75,1494.15
1,1278,HYDRO,26,0.1216,0,0
61,128926,COAL,51.3,0.2413,188589.02,2925.54
36,866,COAL,57.3,0.0027,1493.99,3450.32
22,5895,GAS,28.7,0.0309,3673.13,1246.19
94,211279,COAL,48.3,0.2569,282369.86,2672.96
233,1400965,COAL,45,0.6858,1505602.72,2149.38
85,152125,COAL,58.5,0.2038,245700.3,3230.24
326,1161444,COAL,40.4,0.4073,1479957.45,2548.48
237,859256,COAL,48,0.4137,1010492.56,2352.02
680,4450640,NUCLEAR,40,0.7477,0,0
1,9071,HYDRO,91,0.8629,0,0
202,17803,OIL,37,0.0101,21539.5,2419.76
245,731356,COAL,46.9,0.3412,1351903.39,3696.98
157,535615,COAL,56.9,0.3904,794181.55,2965.49
72,548,GAS,45,0,2067.96,7547.29
141,865510,COAL,54.4,0.7007,880656.29,2035
1779,12095620,COAL,23.5,0.7762,12811476.94,2118.37
128,0,GAS,48.3,0,981.41,-3789.24
1046,6619772,COAL,42.5,0.7224,7334606.35,2215.97
36,0,GAS,46,0,121.92,-686.89
302,880332,COAL,39,0.3328,1010841.79,2296.5
54,1740,OIL,28,0.0037,3975.89,4569.99
125,930304,HYDRO,102,0.851,0,0
16,71,OIL,32.9,0,66.26,1866.52
2,4,OIL,45.5,0,4.75,2372.55
109,348697,COAL,37.8,0.3659,469359.65,2692.08
3,66,OIL,22.2,0.0026,52.52,1591.62
15,146,GAS,27.4,0.0011,127.72,1749.58
5,11,OIL,23.8,0,11.94,2171.74
9,28,OIL,38,0,16.69,1192.12
9,66,OIL,51.1,0.0009,63.9,1936.36
2,11,OIL,59.3,0,11.44,2080.84
5,32,OIL,39.2,0,20.52,1282.71
53,0,GAS,30.1,0,568.25,-12090.51
52,48220,COAL,45.2,0.1069,79382.29,3292.5
3,0,OTHER,23.6,0,80.18,0
7,51,OIL,21.8,0,47.45,1860.82
2,17,OIL,15,0.0011,13.83,1626.62
18,70,OIL,53.3,0,103.99,2989
22,224,OIL,43.7,0.0012,155.77,1390.81
2,8,OIL,51.5,0,7.53,1881.68
4,16,OIL,22.9,0.0005,14.24,1779.41
2,16,OIL,21,0.0011,28.88,3609.96
6,105,OIL,50,0.002,99.65,1898.04
9,44,OIL,39.1,0,44.59,2026.71
3,9,OIL,14,0,8.02,1781.69
22,238,OIL,35.8,0.0012,203.71,1711.87
54,0,OIL,32.4,0,329.29,-691.79
4,0,OTHER,10,0,22.83,0
19,73,OIL,31.7,0.0005,60.41,1654.98
6,43,OIL,49.5,0,46.22,2149.95
6,119,OIL,28.8,0.0025,240.45,4041.1
2,11,OIL,63.5,0,10.23,1859.37
4,0,OIL,35.2,0,36.57,-549.92
24,0,OTHER,28.8,0,863.82,-37557.45
2,9,OIL,48.9,0,9.65,2145.29
7,73,OIL,25.7,0.0013,70.52,1932.11
10,403,OIL,36.2,0.0047,341.07,1692.67
24,943,OIL,13,0.0045,444.89,943.57
294,1128608,COAL,36.7,0.439,1395770.14,2473.44
27,423,GAS,32.4,0.0018,297.74,1407.74
4,61,OIL,49.4,0.0018,51.79,1697.94
18,4764,WIND,31.1,0.0299,88,36.94
3,8793,HYDRO,84,0.3137,0,0
38,46594,COAL,45.4,0.14,99815.76,4284.49
3,1,OIL,40.3,0,5.98,11969.28
3,15,OIL,34.4,0,10.22,1390.81
3,31,OIL,47,0.0014,23.23,1499.01
5,65,OIL,29.2,0.0014,36.32,1117.68
24,32,OIL,45,0,54,3375.16
6,116,OIL,29.1,0.0021,62.01,1069.2
14,390,OIL,29.5,0.0032,246.31,1263.13
3,3,OIL,51.1,0,24.87,16580.58
6,22,OIL,37.8,0,20.29,1844.49
4,0,OTHER,48.9,0,24.03,-828.63
4,2,OIL,12,0,1.47,1472.62
18,112,GAS,42.3,0,790.25,14111.67
21,44,OIL,43,0.0002,53.67,2439.49
4,22,OIL,49.7,0,14.73,1338.74
17,298,OIL,21.7,0.002,345.42,2318.23
9,33,OIL,18.2,0,27.65,1675.91
14,37,GAS,32.3,0,45.11,2438.18
85,26431,GAS,46.5,0.0356,27243.58,2061.49
143,27002,COAL,21.2,0.0216,35322.7,2616.3
63,204754,COAL,50.8,0.374,282383.53,2758.27
4,1,OIL,49.5,0,94.41,188822.29
16,957,GAS,45,0.0068,1396.15,2917.77
65,63368,GAS,51.1,0.1113,52595.29,1660
149,335942,GAS,46,0.2574,242305.36,1442.54
82,99126,GAS,52,0.1387,72146.47,1455.65
281,636540,COAL,29.1,0.2582,761451.15,2392.47
904,573390,GAS,35,0.0724,414648.42,1446.31
1578,8920856,COAL,40.3,0.6454,10055321.45,2254.34
349,186662,GAS,59,0.0611,153082.05,1640.21
69,0,GAS,61,0,0,0
474,133859,GAS,44,0.0323,108516.37,1621.35
566,3367046,COAL,47.6,0.6791,3917161.34,2326.76
77,10345,GAS,42,0.0153,12483.45,2413.43
290,1259612,COAL,52.4,0.4958,1498261.71,2378.93
11,1530,GAS,38.7,0.0157,996.56,1302.69
5,16,OIL,50.9,0,14.07,1758.96
3,29,OIL,35.5,0.001,277.32,19125.84
10,0,OIL,60.4,0,3.35,-21.5
5,41,OIL,50.4,0.0009,33.85,1651.09
14,269,OIL,40.6,0.0021,116.94,869.47
19,232,GAS,47.4,0.0014,165.72,1427
4,239,GAS,43.8,0.0068,170.82,1429.5
11,0,OTHER,28.9,0,209.33,-9101.32
64,13473,GAS,15.3,0.024,12909.06,1916.29
30,618,GAS,35,0.0024,531.63,1720.49
63,1567,GAS,44.9,0.0029,1338.79,1708.73
17,171,OIL,48.4,0.0011,145.26,1698.9
9,71,GAS,51.7,0,64.77,1824.62
4,35,OIL,20.9,0,28.47,1626.89
12,0,OIL,40.8,0,28.63,-109.92
11,47,GAS,30.6,0,19.8,842.43
19,0,OTHER,40.9,-0.0179,349.11,-237.57
11,776,OIL,42.5,0.0084,473.28,1219.54
7,29,GAS,48.6,0.0005,39.38,2716.08
14,90,OIL,40.6,0,60,1333.22
22,1846,GAS,35.5,0.0098,1689.67,1830.31
38,1438,GAS,36.4,0.0043,979.06,1361.7
6,4,OIL,51.9,0,7.44,3722.45
388,1079476,COAL,43.8,0.3173,1344339.78,2490.73
19,6168,GAS,34.7,0.0369,3783.12,1226.69
6,65,OIL,46.4,0.0013,58.9,1812.45
29,43,OIL,37,0,353.26,16430.48
11,0,OIL,45,0,84.51,-14085.31
215,1177,GAS,39,0,1168.81,1985.77
8,717,GAS,51,0.01,460.14,1283.52
10,400,GAS,46.6,0.0045,310.33,1551.65
7,145,GAS,47.2,0.0023,98.77,1361.93
11,0,OTHER,48.4,0,11.15,0
8,28,GAS,49,0.0004,42.81,3012.65
12,60,GAS,40,0,53.75,1791.77
7,6,OIL,55,0,6.87,2290.74
7,19,OIL,44.5,0,15.38,1618.56
31,1650,GAS,44.2,0.0061,2038.89,2471.38
21,1664,GAS,53.4,0.0093,1990.77,2392.75
16,147,GAS,30.7,0.0011,127.43,1733.72
22,0,OTHER,35.2,0,539.23,-2015.82
6,2,OIL,49.6,0,1.51,1507.81
5,33,OIL,33.6,0,36.08,2165.61
3,12,GAS,52.4,0,103.2,17550.46
5,76,GAS,48,0.0017,65.64,1727.39
10,89,GAS,35.1,0,72.07,1619.46
6,0,OTHER,51.5,-0.0018,31.32,-680.86
12,353,GAS,37.1,0.0034,871.62,4938.35
9,99,GAS,42.7,0.0013,71.65,1447.53
24,330,GAS,37.7,0.0016,600.09,3636.92
11,451,GAS,53,0.0047,275.67,1222.5
10,0,OTHER,63.4,0,87.09,0
268,57907,GAS,40.4,0.0247,45218.66,1561.77
1097,6552258,COAL,47.5,0.682,6496917.25,1983.11
28,35921,HYDRO,90,0.1454,0,0
1738,3131949,COAL,31,0.2057,3525105.57,2251.06
2226,12596372,COAL,36,0.646,13487782.64,2141.53
189,889311,COAL,58,0.5383,1031796.39,2320.44
62,643,GAS,45,0.0012,1216.28,3783.15
2,8806,HYDRO,88,0.5585,0,0
75,137287,COAL,62,0.209,190389.29,2773.6
661,3259826,COAL,48.7,0.5631,3583216.81,2198.41
1717,10373563,COAL,37.8,0.6896,10826254.21,2087.28
85,236520,HYDRO,87,0.3169,0,0
227,14866,GAS,21.1,0.0075,13096.52,1761.94
18,93,GAS,46,0,265.03,5699.47
130,506250,HYDRO,49,0.4445,0,0
445,2598542,COAL,44.7,0.6662,2855902.79,2198.08
12,2054,OIL,52.7,0.0204,1671.67,1627.72
219,1084642,HYDRO,69.8,0.5664,0,0
2558,14208545,COAL,48.9,0.634,15031739.4,2115.87
1750,7836111,COAL,60.9,0.5112,8701303.88,2220.82
270,642846,HYDRO,63.5,0.2718,0,0
602,2861906,COAL,45,0.5427,3403954.04,2378.8
405,2027197,COAL,41.5,0.5714,2591730.75,2556.96
195,7000,COAL,43.9,0.0041,209845.78,59955.94
344,1835274,COAL,47.3,0.609,1780197.94,1939.98
216,867146,COAL,57.6,0.4583,1087658.49,2508.59
406,2522577,GAS,36.8,0.7088,992652.24,787.01
1370,4651996,COAL,40.8,0.3877,5144253.14,2211.63
2178,591421,GAS,44.9,0.031,341447.56,1154.67
923,740383,GAS,28.8,0.0916,351726.24,950.12
466,1117658,GAS,43.4,0.2737,719908.91,1288.25
21,1657,GAS,44,0.0091,1536.33,1854.35
1251,1765324,GAS,48.6,0.1611,1222326.53,1384.82
2142,4780621,GAS,37.2,0.2548,3112066.6,1301.95
474,2788,GAS,49.4,0,4736.62,3397.86
959,1867329,GAS,50.3,0.2222,1276837.75,1367.56
125,896640,GAS,55,0.8188,635719.26,1418
278,96067,GAS,58.8,0.0394,95826.21,1994.99
10,8,GAS,42,0,5.21,1301.72
99,10726,GAS,45,0.0123,10884.28,2029.51
341,399554,GAS,42,0.1338,245619.15,1229.47
35,146,GAS,50.5,0,157.43,2156.57
70,31267,GAS,46.2,0.0508,26478.29,1693.69
9,233,GAS,54.4,0.0028,186.51,1600.92
44,161,GAS,41.3,0,177.09,2199.94
8,107,OIL,46,0.0015,99.97,1868.68
493,60957,GAS,27.4,0.0141,48932.64,1605.48
8,651,OIL,54,0.0093,584.71,1796.35
4,359,OIL,66.3,0.0102,293.62,1635.79
9,30418,HYDRO,84.7,0.3902,0,0
2,5560,HYDRO,97.3,0.3526,0,0
8,749,OIL,55,0.0107,618.09,1650.44
6,48839,HYDRO,68.8,0.8711,0,0
2,12674,HYDRO,96,0.8038,0,0
8,55894,HYDRO,87.6,0.7877,0,0
4,25293,HYDRO,87,0.802,0,0
4,23953,HYDRO,59,0.6836,0,0
7,46542,HYDRO,105,0.7379,0,0
20,98844,HYDRO,32.6,0.5757,0,0
35,535,OIL,45,0.0017,831.62,3108.86
7,39888,HYDRO,78,0.6899,0,0
7,35378,HYDRO,101.7,0.6213,0,0
19,142061,HYDRO,89,0.8446,0,0
76,260348,HYDRO,60.6,0.389,0,0
11,53821,HYDRO,45.5,0.5851,0,0
3,5175,HYDRO,91,0.211,0,0
2,3036,HYDRO,97,0.2166,0,0
2,2983,HYDRO,80,0.1892,0,0
2,11461,HYDRO,90,0.5947,0,0
9,52001,HYDRO,66.7,0.6746,0,0
17,102912,HYDRO,67,0.6993,0,0
846,159831,OIL,41.2,0.0216,199346.54,2494.47
8,33735,HYDRO,84.3,0.5001,0,0
12,65685,HYDRO,93.8,0.6249,0,0
13,96925,HYDRO,70.9,0.8511,0,0
72,405628,HYDRO,81.3,0.6431,0,0
27,5089,HYDRO,64,0.0212,7.36,2.89
6,0,OIL,56,0,12.68,-172.53
2,1250,HYDRO,74,0.0951,0,0
416,871232,COAL,52.8,0.2392,1054459.84,2420.62
104,23667,GAS,63,0.0261,18160.24,1534.65
1059,1671384,COAL,48.8,0.1803,1829369.65,2189.05
144,18710,GAS,46,0.0148,18213.32,1946.91
404,69464,OIL,32.1,0.0196,68637.56,1976.21
83,3553,OIL,45,0.0049,5168.48,2909.36
257,13962,GAS,50.3,0.0062,11893.75,1703.73
122,6091,GAS,46,0.0057,7573.78,2486.88
12,1219,OIL,47,0.012,1136.21,1864.16
183,8388,OIL,43.5,0.0052,12206.55,2910.48
20,22037,HYDRO,90,0.1258,0,0
110,267972,COAL,60.5,0.2794,314838.98,2349.79
2647,4918749,COAL,38.2,0.2121,5222400.87,2123.47
930,2704810,COAL,43.5,0.332,3036170.74,2245.02
1548,7162086,COAL,44.1,0.5282,8012979.23,2237.61
507,1645359,HYDRO,71.2,0.3706,0,0
34,992,OIL,45.4,0.0034,1428.21,2879.46
43,548,OIL,45.7,0.0015,888.15,3241.43
19,308,OIL,49,0.0019,530.01,3441.63
2376,9296280,GAS,19.5,0.4467,4152402.4,893.35
670,5917813,NUCLEAR,43,1.0083,0,0
135,2809,OIL,44.7,0.0024,6231.29,4436.66
5,0,OTHER,6,0,0,0
274,1486915,GAS,27.3,0.6204,791224.69,1064.25
8,3967,OIL,45,0.0559,3207.2,1616.94
1165,120754,OIL,43,0.0118,114076.39,1889.4
3,9230,HYDRO,91.7,0.3399,0,0
2,3519,HYDRO,80,0.2511,0,0
33,192789,HYDRO,48.3,0.6589,0,0
136,474949,COAL,55,0.3987,526319.86,2216.32
7,23768,HYDRO,91,0.3932,0,0
125,481,OIL,53.6,0,959.19,3988.3
7,191,OIL,27,0.0029,243.47,2549.45
1611,6665865,COAL,50.6,0.4724,6439737.51,1932.15
18,55208,HYDRO,41,0.3601,0,0
805,1269632,COAL,50,0.18,1429063.22,2251.15
62,321058,HYDRO,99,0.593,0,0
33,18809,HYDRO,85,0.0651,0,0
21,914,OIL,46,0.0049,1070.67,2342.82
4,7278,HYDRO,91.2,0.2374,0,0
3,12708,HYDRO,97,0.4533,0,0
4,12979,HYDRO,85,0.4116,0,0
251,134933,GAS,35.7,0.0615,95162.39,1410.51
20,840,OIL,46,0.0047,952.48,2267.8
220,218815,GAS,21.3,0.1137,72983.42,667.08
12,734,GAS,49.6,0.0069,591.81,1612.55
65,19359,GAS,31.2,0.0341,14229.16,1470.03
146,86660,GAS,41.6,0.0676,64354.29,1485.21
8,22596,HYDRO,91,0.3224,0,0
3,14063,HYDRO,75.4,0.6174,0,0
520,1932551,COAL,61.6,0.4246,2149849.25,2224.88
36,1492,GAS,46.5,0.0047,1518.78,2035.89
20,54546,HYDRO,97,0.3098,0,0
9,22061,HYDRO,104,0.2798,0,0
9,30949,HYDRO,105.9,0.397,0,0
1946,2908623,COAL,43.5,0.1706,3201293.66,2201.24
6,21001,HYDRO,103,0.3996,0,0
9,24713,HYDRO,97,0.3135,0,0
80,2288,GAS,48.6,0.0033,1706.11,1491.35
32,79794,HYDRO,84,0.2892,0,0
19,39738,HYDRO,90,0.2388,0,0
1605,9844867,COAL,41.4,0.7004,10777944.93,2189.56
4,16047,HYDRO,102,0.458,0,0
1979,0,HYDRO,42,-0.059,0,0
5,9537,HYDRO,99,0.2177,0,0
812,6240661,NUCLEAR,43,0.8776,0,0
7,19591,HYDRO,93,0.3289,0,0
20,4970,GAS,46,0.0284,1664.39,669.78
222,443,GAS,44.6,0,1215,5485.34
331,1738663,COAL,57.9,0.5993,1701547.03,1957.31
4,10111,HYDRO,98.2,0.2684,0,0
364,1963913,COAL,61.8,0.6159,2363415.17,2406.84
14,0,OIL,46,0,149.72,-1088.84
275,0,OIL,63.6,0,13.83,-122.36
10,0,OIL,49,0,90.32,-931.14
142,30252,GAS,15,0.0243,19237.14,1271.79
1281,7740778,NUCLEAR,28.1,0.6898,5652.07,1.46
160,1561,GAS,47.2,0.0011,1643.83,2106.12
125,167303,COAL,47,0.1528,225783.11,2699.09
3293,18909392,COAL,42.3,0.6555,19619697.93,2075.13
130,842,OIL,46.3,0,1582.2,3758.2
14,196,OIL,45,0.0017,588.39,6004.01
14,0,OIL,45,-0.1038,56.7,-9.23
14,0,OIL,44,0,394.01,-5184.3
944,3503774,COAL,57.8,0.4237,3570915.72,2038.33
14,0,OIL,47,0,112.98,-567.75
1571,6786642,COAL,54.2,0.4932,7464064.47,2199.63
64,0,OIL,49,0,385.66,-2835.75
776,3367633,COAL,52.7,0.4957,3722936.28,2211.01
14,0,OIL,47,0,331.09,-22834.03
5,530,OIL,48,0.0126,639.77,2414.23
42,117959,HYDRO,65,0.3221,0,0
7,36780,HYDRO,19,0.5831,0,0
4,16428,HYDRO,92.4,0.4262,0,0
2,9661,HYDRO,102,0.6893,0,0
2,12148,HYDRO,98,0.7704,0,0
1,6143,HYDRO,90.5,0.5844,0,0
2,6737,HYDRO,92,0.4807,0,0
562,2397651,COAL,38.2,0.4868,3017299.42,2516.88
41,83180,COAL,37.3,0.2322,133084.94,3199.93
19,85765,BIOMASS,56,0.5236,21860.19,509.77
2,6751,HYDRO,84,0.3503,0,0
12,54190,HYDRO,84,0.5155,0,0
7,13758,HYDRO,95.3,0.2344,0,0
10,26279,HYDRO,88,0.303,0,0
3,4931,HYDRO,62,0.1816,0,0
9,23652,HYDRO,91,0.3,0,0
11,22472,HYDRO,62,0.242,0,0
15,36678,HYDRO,72,0.2791,0,0
8,27387,HYDRO,101.5,0.4114,0,0
2,2894,HYDRO,66,0.1835,0,0
9,29425,HYDRO,88,0.3691,0,0
8,30793,HYDRO,83.7,0.4687,0,0
3,0,OIL,48.7,0,5.89,-193.13
12,74,GAS,40.5,0.0007,219.8,5940.57
1,4651,HYDRO,82,0.5309,0,0
189,91361,GAS,44.4,0.0552,73814.45,1615.89
80,250886,COAL,32,0.358,344551.09,2746.67
21,217,OIL,57.2,0.0012,192.13,1770.8
29,60,GAS,39.7,0,54.03,1807.7
63,230725,COAL,51.7,0.4194,347299.31,3010.5
375,1515901,COAL,51.2,0.4615,2198013.89,2899.94
155,690977,COAL,42,0.5099,917907.32,2656.84
24,153,OIL,36,0,412.33,5389.97
3,7981,HYDRO,94.5,0.2847,0,0
78,284084,COAL,37.6,0.4184,359679.28,2532.2
12,840,HYDRO,48.4,0.0081,143.51,341.7
6,543,OIL,39.7,0.0113,610.48,2248.55
6,22100,HYDRO,78.8,0.4004,0,0
7,802,HYDRO,37.5,0.0129,6.24,15.56
6,17,OIL,50.2,0.0003,9.11,1093.42
6,0,GAS,34,-0.0039,1.35,-13.13
2,8513,HYDRO,58.2,0.4417,0,0
24,164569,HYDRO,65.5,0.7927,0,0
78,173914,COAL,42.6,0.2532,340339.06,3913.88
22,0,OTHER,43.2,0,257.21,-4148.53
8,771,OIL,56.3,0.011,1017.91,2640.48
2,5641,HYDRO,74,0.3577,0,0
25,180,OIL,47.4,0,288.96,3210.67
9,6,OIL,38.5,0,11.62,3872.44
12,10,OIL,30.8,0,9.3,1860.65
51,20264,GAS,15.1,0.0454,14507.94,1431.89
48,7308,GAS,30.4,0.0175,6141.27,1680.7
30,1595,GAS,45.5,0.0061,1659.51,2080.89
134,20044,GAS,52.3,0.0171,16533.48,1649.72
4,0,OIL,37,0,5.89,-60.11
116,516369,COAL,62,0.5082,739539.45,2864.38
18,97507,HYDRO,69,0.6184,0,0
1073,6269474,COAL,40.3,0.6668,7373826.7,2352.3
12,39477,HYDRO,91,0.3755,0,0
2,11846,HYDRO,93,0.5635,0,0
5,31897,HYDRO,82.4,0.7916,0,0
73,163943,BIOMASS,65,0.2571,74017.17,902.96
2,10661,HYDRO,98,0.7606,0,0
2,7964,HYDRO,92,0.5682,0,0
2,12037,HYDRO,101.3,0.7634,0,0
73,197934,HYDRO,98.2,0.3112,0,0
4,8962,HYDRO,92,0.2558,0,0
618,1601762,COAL,44.5,0.2957,1619606.16,2022.28
72,324,GAS,46,0,870.35,5372.53
13,60407,HYDRO,60.4,0.5517,0,0
644,885252,GAS,7,0.1569,398964.27,901.36
286,46730,GAS,42.7,0.0186,46685.85,1998.11
54,470,GAS,45,0,527.36,2244.08
598,3490060,COAL,57,0.6658,3797245.65,2176.03
631,4695113,NUCLEAR,44,0.8491,0,0
1186,8782933,NUCLEAR,41,0.8452,0,0
23,92989,BIOMASS,66,0.4615,133980.75,2881.65
825,980042,GAS,12.2,0.1356,418253.79,853.54
12,57,OIL,13,0,47.12,1653.47
25,89174,BIOMASS,65.5,0.4072,118142.11,2649.7
131,836011,COAL,53.5,0.7302,1094380.79,2618.1
2,18,OIL,10,0.001,13.34,1481.71
9,104,OIL,50.5,0.0013,41.86,805.02
34,39,GAS,65.3,0,63.77,3253.57
32,2923,COAL,44,0.0105,5256.91,3596.93
11,84,OIL,22.8,0,64.06,1525.21
7,87,OIL,24.6,0.0015,72.16,1658.81
8,91,OIL,27.4,0.0013,61.44,1350.35
24,39,OIL,22.1,0,41.23,2114.53
13,38,OIL,47,0.0003,58.41,3074.41
12,25690,BIOMASS,39.3,0.2404,88.03,6.85
2,4,OIL,14,0,3.44,1718.05
36,2362,GAS,40,0.0076,993.52,841.26
41,50,OIL,32.3,0,48.35,1934.04
7,123,OIL,11,0.0021,137.04,2228.22
1,5122,HYDRO,47.9,0.4498,0,0
36,148857,COAL,33.6,0.4733,94352.87,1267.7
36,4351,GAS,49.6,0.0139,2667.18,1226.01
5,13,OIL,37.4,0,10.74,1652.92
5,12,OIL,18,0.0003,11.7,1949.85
6,70,OIL,39.6,0.0014,65.29,1865.32
4,701,HYDRO,38.9,0.0222,6.38,18.21
16,235,OIL,17.6,0.0017,320.49,2727.58
4,78,OIL,48,0.0025,65.86,1688.69
18,202,OIL,46,0.0013,261.31,2587.21
8,0,OIL,51.7,0,59.56,-700.7
10,9,OIL,54,0,16.2,3599.73
10,34,OIL,25.5,0,27,1588.12
14,567,OIL,42.7,0.0047,451.81,1593.7
9,3324,WIND,33.1,0.0412,35.37,21.28
18,0,OTHER,42.2,-0.0013,669.64,-6663.11
79,4480,GAS,32.5,0.0065,2248.28,1003.69
7,74,OIL,24.5,0.0013,43.52,1176.33
45,239,GAS,39.7,0.0006,288.49,2414.11
4,63,GAS,51,0.0019,55.7,1768.1
12,95,OIL,33.2,0,295.26,6216
3,13241,HYDRO,31,0.5814,0,0
99,21356,COAL,51.4,0.0246,104167.78,9755.36
9,1164,HYDRO,44.6,0.0156,213.92,367.57
13,0,OIL,18,0,77.48,-1936.9
9,0,OTHER,17.6,0,7.53,0
7,850,OIL,28.6,0.0137,372.33,876.41
7,3031,HYDRO,55.4,0.0532,14.81,9.77
8,16,OIL,32,0,11.45,1431.71
2,0,OTHER,43,0,207.54,0
30,114970,COAL,45.4,0.4346,58163.38,1011.8
8,500,GAS,52.1,0.0069,354.06,1416.79
2,8,OIL,12,0,7.36,1840.77
30,37475,COAL,43.5,0.1426,26933.57,1437.42
8,12,OIL,21.5,0,12.76,2127.11
20,86,OIL,12.9,0,74.2,1725.66
219,29782,GAS,11.9,0.0155,32177.89,2160.9
249,110476,GAS,14.4,0.0507,136113.58,2464.13
29,191,OIL,37,0,250.02,2617.99
78,4682,GAS,68,0.0069,5127.7,2190.39
171,1078449,GAS,31.1,0.7221,327282.89,606.95
137,5974,GAS,57.2,0.005,5053.88,1691.96
1216,3013400,COAL,46.6,0.283,3302732.05,2192.03
1328,1840870,GAS,45.6,0.1583,1789629.84,1944.33
225,3067,GAS,62,0.0016,5812.36,3790.25
349,132085,GAS,58.3,0.0432,151400.34,2292.47
55,841,GAS,44.4,0.0017,733.59,1744.56
59,5752,COAL,43,0.0111,7641.51,2656.99
34,1962,GAS,55.5,0.0066,1554.01,1584.11
16,16,GAS,46,0,17.49,2186.61
344,263996,GAS,29.7,0.0877,195446.12,1480.67
20,28,OIL,43,0,36.49,2606.3
232,1265722,COAL,43.7,0.6241,1557314.81,2460.75
1071,4075196,COAL,32.7,0.4343,4410314.27,2164.47
564,3151506,COAL,54.3,0.6379,3667493.99,2327.45
486,0,OIL,39.9,0,3080.94,-5038.34
68,0,OIL,41,0,225.25,-1021.52
15,71,GAS,48,0,76.06,2142.42
22,0,OIL,41,0,114.37,-4236.05
74,122,GAS,34,0,748.49,12270.35
524,2788168,COAL,47.6,0.6074,3226318.11,2314.29
31,64,GAS,48,0,119.23,3726
273,466011,COAL,45.5,0.1946,870053.9,3734.05
3,4631,HYDRO,85,0.1762,0,0
47,70,OIL,42,0,296.65,8475.73
2389,18379983,COAL,43.5,0.8781,19098963.13,2078.24
1041,5316125,COAL,53.7,0.583,6160110.5,2317.52
208,813835,HYDRO,79.5,0.4467,0,0
1099,5733024,COAL,47.5,0.5953,5989065.86,2089.32
408,403397,HYDRO,52,0.1129,0,0
6,26,OIL,40.8,0,17.59,1353.05
6,79,OIL,37.8,0.0016,41.81,1058.38
13,94,OIL,32,0.0008,65.37,1390.81
21,148,OIL,45.5,0,166.99,2256.66
42,3444,GAS,49.9,0.0094,2492.17,1447.25
90,607,GAS,27.1,0,613.56,2021.6
101,82276,COAL,44,0.0934,110279.02,2680.7
45,11579,HYDRO,42,0.0292,0,0
7,51,OIL,31,0,63.81,2502.49
52,338,GAS,21.1,0,326.83,1933.92
176,102019,COAL,48.2,0.0662,162356.7,3182.87
36,133,OIL,46,0,230.14,3460.71
43,1031,GAS,41.9,0.0027,1491.67,2893.64
38,237,OIL,43,0,522.12,4406.12
26,310,OIL,36.1,0.0013,275.38,1776.64
7,4,OIL,34.8,0,46.2,23098.08
45,821,GAS,40.4,0.0021,1161.52,2829.54
4,0,OTHER,17,0,11.54,0
11,71,OIL,44.1,0,60.3,1698.46
17,49,OIL,39.1,0,41.81,1706.37
57,27672,COAL,42.6,0.0551,37948.88,2742.76
9,31,OIL,40.9,0,31.66,2042.66
18,87,OIL,33.7,0,86.88,1997.34
7,126,OIL,42.9,0.002,113.8,1806.36
10,29,OIL,22.1,0,20.86,1438.76
7,62,OIL,43.7,0.001,50.01,1613.3
451,1480584,COAL,39,0.3752,1765101.56,2384.33
15,12,OIL,47,0,20.45,3408.84
5,33,OIL,61.9,0,24.71,1497.41
