id,name,lat,lon,nameplate,generation,fuel,doeid,age,capacityfactor,co2emissions,co2emissionsRate
3157,Morony,47.5622,-111.3247,45,299245,HYDRO,2191,85,0.66,0.00,0.00
3158,Mystic,45.3033,-109.7858,10,46138,HYDRO,2192,90,0.281,0.00,0.00
3164,Rainbow,47.5344,-111.2045,37,252528,HYDRO,2193,102.8,0.006,1896.31,716.13
3165,Ryan,47.5622,-111.3247,48,423204,HYDRO,2194,99.7,0.015,1484.64,2254.58
3167,Thompson Falls,47.5906,-115.3506,87,465209,HYDRO,2195,99.7,0.471,1306688.19,898.51
5567,Old Faithful,44.4533,-110.8347,2,180,OIL,2196,36,0.351,0.00,0.00
3161,Noxon Rapids,47.9594,-115.7381,532,1503127,HYDRO,2199,51.9,0.114,0.00,0.00
3149,Hungry Horse,48.3986,-114.0172,428,834213,HYDRO,2203,62.5,0.003,0.00,0.00
3170,Yellowtail,45.3086,-107.9527,250,830746,HYDRO,2204,49,0.208,0.00,0.00
3358,Ansley,41.3528,-99.4978,2,13,GAS,2214,41.8,0.178,0.00,0.00
3362,Auburn,40.3883,-95.8464,19,367,GAS,2215,34.8,0,0.90,0.00
3361,Arnold,41.3909,-99.7219,1,10,OIL,2216,64.2,0.483,0.00,0.00
3364,Beaver City,40.1381,-99.8272,2,0,OTHER,2217,54.1,0.165,354795.57,1247.34
3365,Broken Bow,41.4031,-99.6392,9,203,GAS,2221,55.4,0.385,0.00,0.00
3366,Burwell,41.9144,-98.9906,4,24,OIL,2222,49.5,0.847,0.00,0.00
3368,Cambridge,40.2267,-100.1358,4,20,OIL,2223,10,0.219,0.00,0.00
3369,Campbell Village,40.3717,-98.7236,1,0,OTHER,2225,42.7,0.245,0.00,0.00
3370,Canaday,40.6941,-99.7005,109,18223,GAS,2226,57,0.422,0.00,0.00
3394,Jeffrey,40.9592,-100.3978,22,124170,HYDRO,2227,74,0.567,0.00,0.00
3395,Johnson 1,40.6936,-99.8178,22,101814,HYDRO,2228,74,0.168,486965.13,1716.61
3396,Johnson 2,40.6839,-99.7447,23,127682,HYDRO,2229,74,0.29,0.00,0.00
3372,Chappell,41.1056,-102.4703,1,22,OIL,2230,39.5,0.361,39108.65,668.94
3376,Crete,40.6253,-96.9558,16,404,GAS,2231,50.8,0.126,43368.40,711.83
3377,Curtis,40.523,-100.3889,3,40,GAS,2232,47.2,0.15,0.00,0.00
3378,David City,41.251,-97.1329,11,214,OIL,2233,38.9,0,54.16,1934.27
3379,Deshler,40.1408,-97.7239,2,47,OIL,2234,33.3,0.41,0.00,0.00
3383,Emerson,42.2764,-96.7289,2,16,GAS,2235,50.3,0.015,1799.50,847.77
3384,Fairbury,40.1338,-97.1856,19,249,GAS,2236,57.1,0.339,0.00,0.00
3385,Falls City,40.055,-95.6083,22,0,OTHER,2237,48.6,0.381,0.00,0.00
3388,Franklin,40.0953,-98.9544,4,65,GAS,2238,48.5,0.496,1231256.36,2257.85
3401,Lon Wright,41.4275,-96.4619,170,467280,COAL,2240,35.6,0.01,6046.43,987.98
3367,C W Burdick,40.9228,-98.3269,241,0,OTHER,2241,29,0.672,347192.43,2698.39
3380,Don Henry,40.5832,-98.4201,22,0,GAS,2243,43,0.02,0.00,0.00
3413,North Denver,40.5987,-98.3884,39,0,GAS,2244,52.4,0.888,0.00,0.00
3399,Kimball,41.235,-103.6597,10,102,OIL,2248,52.2,0.209,0.00,0.00
3393,J Street,40.8078,-96.8108,27,8,GAS,2250,43,0.004,17689.90,9759.94
3402,Lyons,41.9375,-96.4731,3,12,OIL,2253,53,0.007,5448.34,2117.92
3411,Nebraska City # 1,40.6806,-95.8475,26,0,GAS,2255,46,0.742,1234083.24,1774.40
3433,Syracuse # 2,40.6756,-96.1778,4,0,GAS,2256,45.5,0.612,109783.26,731.32
3374,Columbus,41.4639,-97.3283,46,155591,HYDRO,2260,79,0.943,265233.35,3801.84
3391,Hallam,40.5589,-96.7847,57,298,GAS,2265,42,0.004,864.77,2449.77
3392,Hebron,40.1881,-97.5772,57,282,OIL,2266,42,0.723,1388957.96,843.26
3398,Kearney,40.7028,-99.1006,2,2831,HYDRO,2268,94,0.242,1397424.74,2269.60
3404,McCook,40.2214,-100.6508,57,153,OIL,2271,42,0.608,0.00,0.00
3408,Monroe,41.4872,-97.6078,8,32702,HYDRO,2273,79,0.015,6097.11,1159.18
3415,North Platte,41.0864,-100.7594,26,90665,HYDRO,2274,80,0.196,0.00,0.00
3427,Sheldon,40.5589,-96.7842,229,1179533,COAL,2277,51.9,0.004,5541.05,2474.79
3430,Spencer,42.8097,-98.6561,2,13777,HYDRO,2278,71.3,0.759,197537.03,3644.83
3409,Mullen,41.9158,-101.1339,1,11,OIL,2280,52.2,0.49,478055.57,2474.33
3387,Fort Calhoun,41.5187,-96.081,502,4261454,NUCLEAR,2289,42,0.487,33788.69,1439.23
3397,Jones Street,41.2517,-95.9235,130,0,OIL,2290,42,0.006,245.44,1686.85
3414,North Omaha,41.3297,-95.9458,645,3240517,COAL,2291,53,0.301,0.00,0.00
3426,Sarpy County,41.1706,-95.9692,338,58533,GAS,2292,25.5,0.007,13792.00,2227.39
3416,Ord,41.6025,-98.9283,12,292,OIL,2294,39,0.583,161314.63,2018.60
3417,Oxford,40.1709,-99.9096,3,75,GAS,2295,53.4,0.559,13153.33,1193.05
3419,Pender,42.1598,-96.5457,5,68,OIL,2296,48.9,0.449,0.00,0.00
3420,Plainview Muncipal Power,42.3497,-98.2092,5,9,OIL,2297,43,0.005,1027.10,2385.83
3422,Red Cloud,40.0964,-98.5228,6,119,OIL,2299,50.5,0.01,12875.82,1532.38
3425,Sargent,41.6392,-99.3742,2,29,OIL,2300,50.8,0.629,0.00,0.00
3428,Sidney,41.1456,-102.9779,8,189,GAS,2302,65.2,0.467,22749.12,1069.73
3429,Spalding,41.6542,-98.4061,2,619,HYDRO,2303,49.3,0.635,0.00,0.00
3431,Stuart,42.5714,-99.1394,2,21,OIL,2305,43.2,0.773,37036.97,2733.76
3432,Sutherland,41.1578,-101.1292,3,39,OIL,2306,54.8,0.006,298.37,1514.56
3434,Tecumseh,40.3664,-96.19,7,320,GAS,2308,44.3,0.145,0.00,0.00
3436,Wahoo,41.2089,-96.6217,14,261,GAS,2310,51.9,0.506,1605247.70,862.58
3437,Wakefield,42.4913,-96.8672,4,58,OIL,2311,56,0.046,296270.53,1884.37
3438,Wayne,42.2278,-97.0183,22,452,OIL,2312,41.4,0.671,1452127.18,855.32
3439,West Point Municipal,41.8292,-96.7161,9,51,GAS,2313,49.9,0.884,0.00,0.00
3441,Wilber,40.4797,-96.9604,4,42,OIL,2315,38.6,0.021,95962.69,2079.27
3442,Wisner,41.9903,-96.9203,5,13,OIL,2316,24.1,0.031,149650.67,2435.25
3639,Clark,36.0875,-115.0507,1377,562962,GAS,2322,18.6,0.685,0.00,0.00
3666,Reid Gardner,36.6531,-114.6364,637,2752608,COAL,2324,39.2,0.002,460.60,2268.98
3677,Sunrise,36.1384,-115.036,167,0,GAS,2326,45.9,0.03,80073.93,1803.08
3647,Fort Churchill,39.1281,-119.1319,230,142254,GAS,2330,45.5,0.305,41997.25,786.33
3678,Tracy,39.5625,-119.525,1183,3573171,GAS,2336,19.4,0.579,46735.00,714.45
3658,Mohave,35.1458,-114.5917,1636,0,OTHER,2341,44,0.346,0.00,0.00
3449,Comerford,44.3255,-72.0007,140,376208,HYDRO,2349,85,0.432,0.00,0.00
3491,S C Moore,44.3356,-71.8742,140,302436,HYDRO,2351,58,0.035,0.00,0.00
5197,Vernon,42.7706,-72.5133,35,160566,HYDRO,2352,77.3,0.359,0.00,0.00
5203,Wilder,43.6678,-72.3031,36,172567,HYDRO,2353,61.7,0.375,0.00,0.00
3443,Amoskeag,43.0053,-71.4736,16,73352,HYDRO,2354,92.3,0.778,12165.31,893.00
3444,Ayers Island,43.5836,-71.7183,8,44913,HYDRO,2355,90,0.001,2743.17,3476.77
3456,Eastman Falls,43.4697,-71.6694,6,25288,HYDRO,2356,44.9,0.332,0.00,0.00
3461,Garvins Falls,43.175,-71.5133,12,40214,HYDRO,2357,59.3,0.533,0.00,0.00
3463,Gorham,44.3919,-71.1756,2,11586,HYDRO,2358,94.2,0.324,0.00,0.00
3468,Hooksett,43.1019,-71.4753,2,6916,HYDRO,2359,88,0.161,0.00,0.00
3469,Jackman,43.12,-71.9317,3,8760,HYDRO,2360,89,0.003,754.74,2426.82
3472,Lost Nation,44.5942,-71.4943,18,198,OIL,2362,46,0.041,525.42,143.40
3476,Merrimack,43.1411,-71.4692,496,2668374,COAL,2364,48.8,0.314,62149.11,2257.14
3492,Schiller,43.0978,-70.7842,171,761798,COAL,2367,58.4,0.1,130400.56,1197.44
3494,Smith,44.4756,-71.1847,15,116931,HYDRO,2368,67,0.101,41364.28,976.16
3501,White Lake,43.8478,-71.2069,19,251,OIL,2369,47,0.009,4777.83,1842.94
3506,B L England,39.29,-74.6339,484,589892,COAL,2378,48,0.813,732287.77,3069.80
3516,Carlls Corner,39.4547,-75.2011,84,5443,GAS,2379,42,0.872,185774.45,3331.02
3517,Cedar Station,39.6893,-74.2618,67,3436,OIL,2380,43,0.039,221553.10,2254.68
3548,Middle Station,39.0267,-74.8769,80,2509,OIL,2382,44.5,0.001,5623.27,3376.33
3550,Missouri Avenue,39.3662,-74.4441,56,1879,OIL,2383,46,0.472,0.00,0.00
3523,Deepwater,39.6831,-75.5083,155,181656,COAL,2384,58.9,0.738,0.00,0.00
3587,Werner,40.4906,-74.2814,212,2739,OIL,2385,43,0.001,1013.51,4222.97
3558,Oyster Creek,39.8143,-74.2062,550,4601395,NUCLEAR,2388,46,0,187.76,-5777.19
3576,Sayreville,40.4753,-74.3552,212,5208,GAS,2390,42.8,0,0.00,0.00
3529,Gilbert,40.5661,-75.165,608,9303,GAS,2393,35.1,0.105,594937.94,1822.98
3511,Bergen Generating Station,40.8375,-74.0244,1362,6074632,GAS,2398,24.9,0.234,1219483.88,996.26
3565,PSEG Burlington Generating Station,40.0753,-74.8781,595,147554,GAS,2399,31.8,0.328,2355418.41,2053.89
3566,PSEG Edison Generating Station,40.4911,-74.3958,502,104499,GAS,2400,44,0.034,30711.42,1359.06
3567,PSEG Essex Generating Station,40.7375,-74.1211,595,199849,GAS,2401,41,0.102,122021.12,2310.94
3570,PSEG Hudson Generating Station,40.7478,-74.0719,1114,2172629,COAL,2403,48.6,0.146,0.00,0.00
3571,PSEG Kearny Generating Station,40.7375,-74.1,1426,174044,GAS,2404,32.2,0.012,3687.31,1578.13
3572,PSEG Linden Generating Station,40.6225,-74.2097,1589,5015308,GAS,2406,11.5,0.076,18566.01,1235.30
3573,PSEG Mercer Generating Station,40.1797,-74.7325,768,1864365,COAL,2408,53.5,0,196.51,-8733.89
3574,PSEG Salem Generating Station,39.4625,-75.5333,2382,18731799,NUCLEAR,2410,36.1,0.194,1635638.40,1733.21
3575,PSEG Sewaren Generating Station,40.5564,-74.2461,546,87139,GAS,2411,62.6,0.866,21075.32,646.13
3536,Howard Down,39.4889,-75.0347,54,3745,OIL,2434,49,0.24,725879.30,1008.38
3607,Four Corners,36.69,-108.4814,2270,13904804,COAL,2442,47.2,0.012,9602.91,1378.74
3624,Rio Grande,31.8047,-106.5472,267,729685,GAS,2444,48.4,0.41,292843.50,940.65
3613,Maddox,32.7131,-103.31,212,439269,GAS,2446,44.5,0.015,8629.09,1960.27
3610,Las Vegas,35.5997,-105.2269,20,68,OIL,2447,42,0.239,51119.55,5427.12
3623,Reeves,35.1716,-106.6019,154,77082,GAS,2450,54.1,0.496,168385.77,5695.83
3625,San Juan,36.8006,-108.4386,1848,10133416,COAL,2451,36.9,0.011,15665.13,1446.99
3598,Carlsbad,32.4119,-104.2394,16,8578,GAS,2453,38,0.548,11078823.87,2449.76
3601,Cunningham,32.7131,-103.3533,519,830629,GAS,2454,35,0.332,1000001.37,879.43
3594,Animas,36.7251,-108.1919,50,148395,GAS,2465,43.5,0.482,13029.30,88.90
3621,Raton,36.893,-104.442,16,16322,GAS,2468,32.3,0.354,2500967.15,1623.01
3761,Danskammer Generating Station,41.5736,-73.9747,537,1705146,COAL,2480,54.1,0.185,0.00,0.00
3762,Dashville,41.8217,-74.0497,5,11399,HYDRO,2481,95,0.238,648820.97,1512.79
3886,Neversink,41.8194,-74.6358,25,36154,HYDRO,2483,62,0.041,227713.18,1565.19
3954,South Cairo,42.2903,-73.9853,22,144,OIL,2485,45,0.588,1243962.94,1656.80
3970,Sturgeon,41.8469,-74.0461,14,48481,HYDRO,2486,91,0.386,0.00,0.00
3999,West Coxsackie,42.3435,-73.8353,22,151,GAS,2487,46,0.672,217309.89,1055.03
3698,Arthur Kill Generating Station,40.5915,-74.2027,932,924404,GAS,2490,50,0.548,694142.17,2314.03
3743,Charles Poletti,40.7903,-73.9111,883,111892,GAS,2491,38,0.282,0.00,0.00
3776,East River,40.7281,-73.9742,716,3285431,GAS,2493,35.7,0.359,3343.71,30.15
3804,Gowanus Gas Turbines Generating,40.6635,-74.0051,640,34841,GAS,2494,44,0.593,162675.10,4042.62
3829,Hudson Avenue,40.7052,-73.9807,49,945,OIL,2496,45,0.486,6468063.60,2675.78
3839,Indian Point 2,41.2706,-73.9516,1299,7325923,NUCLEAR,2497,42,0.416,13367178.92,2200.64
3884,Narrows Gas Turbines Generating,40.6486,-74.0209,352,109260,GAS,2499,43,0.657,0.00,0.00
3926,Ravenswood,40.7585,-73.9451,2625,3533031,GAS,2500,46.2,0.357,926973.02,862.48
3687,59th Street,40.7711,-73.9911,17,726,OIL,2503,46,0.814,17038.86,1364.80
3688,74th Street,40.768,-73.9515,37,168,OIL,2504,47,0.338,37967.33,3016.51
3771,E F Barrett,40.6169,-73.6486,687,1148972,GAS,2511,50.5,0.034,249472.37,1962.15
3774,East Hampton,40.9619,-72.2095,27,14188,OIL,2512,46.8,0.35,1634879.08,2265.18
3785,Far Rockaway,40.6111,-73.7611,100,189853,GAS,2513,62,0.003,9670.69,1682.86
3885,National Grid Glenwood Energy Center,40.8269,-73.6479,338,154124,GAS,2514,55.8,0.244,0.00,0.00
3879,Montauk,41.05,-71.9667,6,1686,OIL,2515,51,0.003,1700.22,2967.22
3901,Northport,40.9231,-73.3417,1564,4029477,GAS,2516,44,0.582,17365.16,636.80
3917,Port Jefferson,40.9503,-73.0786,498,522426,GAS,2517,46.6,0.367,4082775.52,898.61
3949,Shoreham,40.9603,-72.8673,72,2681,OIL,2518,45.3,0.015,22649.62,1934.38
3958,South Hampton,40.9,-72.8667,12,2730,OIL,2519,52,0.05,18623.15,1451.48
3960,Southold,41.1059,-72.3761,14,1837,OIL,2520,51,0.689,0.00,0.00
3998,West Babylon,40.6953,-73.3497,52,1420,OIL,2521,44,0.478,38200.28,203.73
3729,Cadyville,44.695,-73.6219,6,24412,HYDRO,2522,57.4,0.11,0.00,0.00
3692,AES Westover,42.1117,-75.9747,119,257001,COAL,2526,64,0.415,3672149.10,880.05
3690,AES Greenidge LLC,42.6789,-76.9483,163,544502,COAL,2527,62,0.028,12031.25,1805.14
3812,Harris Lake,43.9719,-74.1861,2,24,OIL,2528,48,0.134,285491.46,1034.77
3820,High Falls,44.6389,-73.7492,15,82028,HYDRO,2530,63,0.011,18197.50,2512.60
3850,Kent Falls,44.7053,-73.5967,12,62606,HYDRO,2532,59.4,0.7,532326.89,3693.24
3689,AES Cayuga,42.6028,-76.6336,323,1782534,COAL,2535,60,0.653,5414538.75,836.49
3712,Bethlehem Energy Center,42.5905,-73.7636,893,4227360,GAS,2539,10,0.542,0.00,0.00
3696,Allens Falls,44.6603,-74.8608,4,24687,HYDRO,2540,88,0.045,173665.44,1439.71
3708,Beardslee,43.0189,-74.7417,20,46395,HYDRO,2543,91,0.011,28852.12,1742.44
3710,Belfort,43.9275,-75.3331,2,10345,HYDRO,2544,100.9,0.4,1156644.17,1669.57
3711,Bennetts Bridge,43.5317,-75.9531,36,86525,HYDRO,2545,66,0.066,634603.39,1683.44
3715,Black River,43.9997,-75.8136,6,33837,HYDRO,2546,95,0.705,53983.01,211.25
3718,Blake,44.5061,-75.0597,15,59454,HYDRO,2547,58,0.036,89262.79,1343.78
3727,Browns Falls,44.2106,-75.0597,16,50128,HYDRO,2548,92,0.414,0.00,0.00
3728,C R Huntley Generating Station,42.97,-78.93,436,2047493,COAL,2549,57.5,0.09,0.00,0.00
3744,Chasm,44.7533,-74.2169,3,21900,HYDRO,2550,97.7,0.634,167095.78,507.89
3751,Colton,44.5839,-74.9583,36,212356,HYDRO,2551,93.4,0.141,142183.05,1044.99
3763,Deferiet,44.0381,-75.6806,12,50726,HYDRO,2552,90,0.438,252891.83,836.21
3768,Dunkirk Generating Plant,42.49,-79.35,627,2667378,COAL,2554,58.4,0.532,3206983.09,1374.52
3773,Eagle,43.9094,-75.2014,6,30572,HYDRO,2555,96.3,0.117,99071.85,1301.94
3778,Eel Weir,44.6389,-75.49,3,6715,HYDRO,2556,87,0.274,2232087.51,998.24
3779,Effley,43.9228,-74.2783,3,14506,HYDRO,2557,99.5,0.567,532261.16,3634.45
3780,Elmer,43.9275,-74.2886,2,10278,HYDRO,2559,99,0.342,4807429.14,1088.58
3783,Ephratah,43.0092,-74.5372,4,11849,HYDRO,2560,101.8,0,447.35,0.00
3775,East Norfolk,44.7989,-74.9856,4,25167,HYDRO,2561,87,0.393,7739332.34,1040.51
3789,Five Falls,44.5281,-74.8494,24,96895,HYDRO,2562,60,0.758,294650.85,4015.60
3790,Flat Rock,44.2217,-75.0742,5,17653,HYDRO,2563,91,0.452,538625.94,3533.02
3795,Franklin,44.4372,-73.9725,2,9088,HYDRO,2564,96.5,0.359,1363204.38,966.82
3796,Fulton,43.3239,-76.4194,1,5597,HYDRO,2566,89.5,0.566,0.00,0.00
3800,Glenwood,43.2358,-78.3906,2,6983,HYDRO,2568,65,0.428,0.00,0.00
3806,Granby,43.3231,-76.4214,10,39177,HYDRO,2569,32,0.62,0.00,0.00
3810,Hannawa,44.6192,-74.9733,8,53818,HYDRO,2571,98,0.196,0.00,0.00
3815,Herrings,44.0217,-75.6511,5,21347,HYDRO,2572,91,0.347,187671.12,938.24
3816,Heuvelton,44.6172,-75.4042,1,5120,HYDRO,2573,91,0.378,268300.86,2603.88
3819,High Dam,43.4436,-76.4961,12,43127,HYDRO,2574,80.8,0.35,4787810.74,2216.91
3821,High Falls,43.9247,-75.3731,6,28119,HYDRO,2575,90,0.288,6395.01,39.29
3823,Higley,44.5306,-74.9331,6,36398,HYDRO,2576,12,0.066,380654.28,1329.22
3832,Hydraulic Race,43.1739,-78.6925,3,11354,HYDRO,2578,73,0.279,121461.77,726.85
3841,Inghams,43.0624,-74.7654,6,28478,HYDRO,2579,103,0.815,400076.94,915.95
3845,Johnsonville,42.9214,-73.5092,4,7458,HYDRO,2580,106,0.055,203570.74,1416.24
3847,Kamargo,44.0117,-75.7967,6,21671,HYDRO,2581,94,0.382,957246.40,888.34
3858,Lighthouse Hill,43.5211,-75.9706,8,19772,HYDRO,2582,85,0.408,3162453.02,899.08
3868,Macomb,44.8774,-74.3061,1,6379,HYDRO,2583,75,0,83.54,-2832.01
3874,Minetto,43.4003,-76.4739,10,32427,HYDRO,2586,100,0.652,322664.77,3624.20
3881,Moshier,43.8719,-75.1364,8,35998,HYDRO,2588,86,0.211,121594.43,913.76
3891,Nine Mile Point Nuclear Station,43.5211,-76.41,1901,14239053,NUCLEAR,2589,34.1,0.18,67392.25,6071.65
3898,Norfolk,44.8053,-74.9975,5,30410,HYDRO,2590,87,0.62,189784.01,685.64
3902,Norwood,44.7439,-75.0042,2,15874,HYDRO,2591,87,0.22,0.00,0.00
3909,Oswego Harbor Power,43.46,-76.53,1804,64710,OIL,2594,38,0.564,353895.64,1872.78
3907,Oswego Falls East,43.3161,-76.4153,6,22996,HYDRO,2595,101,0.202,1794454.63,1970.60
3908,Oswego Falls West,43.3156,-76.4172,2,6828,HYDRO,2596,101,0.098,1297630.13,1762.66
3910,Parishville,44.63,-74.8258,3,14966,HYDRO,2597,90,0.194,590991.04,1197.30
3913,Piercefield,44.2333,-74.5656,3,17856,HYDRO,2598,72.7,0.807,4270.87,43.94
3921,Prospect,43.2853,-75.1481,19,71615,HYDRO,2599,56,0.007,1533.81,2628.64
3924,Rainbow Falls,44.5178,-74.8228,25,99497,HYDRO,2600,59,0.413,609877.23,1030.26
3927,Raymondville,44.835,-74.9803,2,15568,HYDRO,2601,87,0.48,4752799.30,892.61
3956,South Edwards,44.2678,-75.1961,4,21121,HYDRO,2604,80.3,0.151,165576.73,910.93
3942,School Street,42.7847,-73.7078,42,174078,HYDRO,2605,96,0.105,134467.49,2976.43
3941,Schaghticoke,42.8992,-73.5989,16,88149,HYDRO,2606,107,0.713,9418496.59,2109.52
3943,Schuylerville,43.0939,-73.5825,2,6515,HYDRO,2607,96,0.196,615096.53,1314.32
3946,Sewalls,43.9775,-75.8942,2,10917,HYDRO,2608,90,0.517,55.23,9.04
3947,Sherman Island,43.2797,-73.7094,36,184547,HYDRO,2609,72.3,0.736,13137.85,994.58
3953,Soft Maple,43.9206,-75.2433,16,34146,HYDRO,2610,90,0.174,0.00,0.00
3955,South Colton,44.5133,-74.8831,21,75789,HYDRO,2611,61,0.689,0.00,0.00
3961,Spier Falls,43.2339,-73.7556,56,242238,HYDRO,2612,86,0.771,10047709.65,2189.78
3962,Stark,44.4553,-74.7614,26,97296,HYDRO,2613,58,0.453,959.42,284.19
3966,Stewarts Bridge,43.2978,-73.8853,36,107957,HYDRO,2614,63,0.848,0.00,0.00
3971,Sugar Island,44.6417,-74.9744,4,28118,HYDRO,2616,91,0.006,41.65,1173.31
3975,Taylorville,43.9269,-75.3228,4,21884,HYDRO,2617,98.5,0.022,1327.26,994.58
3978,Trenton Falls,43.2758,-75.1567,22,140691,HYDRO,2619,96,0.615,6525764.87,1920.10
3986,Varick,43.4486,-76.5056,8,17862,HYDRO,2621,89,0.008,5563.46,1178.33
3996,Waterport,43.3272,-78.2394,4,13743,HYDRO,2623,94,0.798,27207.89,228.87
4006,Yaleville,44.7661,-74.9997,2,4002,HYDRO,2624,75,0.428,34698.12,617.62
3721,Bowline Point,41.2044,-73.9689,1242,293023,GAS,2625,42,0.162,382415.09,1631.80
3805,Grahamsville,41.8592,-74.5106,18,99009,HYDRO,2627,59,0.247,0.00,0.00
3824,Hillburn,41.1269,-74.1653,47,168,OIL,2628,43,0.539,0.00,0.00
3877,Mongaup,41.5389,-74.7778,4,10357,HYDRO,2630,92,0.773,5232.80,110.37
3930,Rio,41.4625,-74.7578,10,20931,HYDRO,2631,88,0.396,399456.85,828.93
3948,Shoemaker,41.4278,-74.4186,42,1041,OIL,2632,43,0.004,10435.29,5649.86
3972,Swinging Bridge 2,41.5717,-74.7828,7,9851,HYDRO,2634,76,0.907,0.00,0.00
3935,Rochester 26,43.1361,-77.61,3,8754,HYDRO,2638,63,0.487,753478.13,859.46
3934,Rochester 2,43.1611,-77.615,7,26095,HYDRO,2639,55,0.471,102086.68,1056.78
3936,Rochester 3,43.1617,-77.6186,19,125,OIL,2640,46,0.577,3327268.11,369.49
3937,Rochester 9,43.151,-77.6601,19,2537,GAS,2644,46,0.913,165416.12,962.09
3915,Plant No 1,40.6561,-73.5922,13,217,OIL,2678,60.3,0.059,241421.65,1285.24
3916,Plant No 2,40.6447,-73.5683,79,55552,GAS,2679,18.1,0.039,39357.09,1454.47
3807,Greenport,41.1008,-72.3722,10,0,OIL,2681,38.2,0.709,0.00,0.00
3939,S A Carlson,42.0917,-79.2417,96,62387,COAL,2682,35.1,-0.002,1.39,-33.92
3757,Crescent,42.7764,-73.7122,12,61419,HYDRO,2685,56.3,0.5,5699646.01,828.85
3989,Vischer Ferry,42.8497,-73.7783,12,58429,HYDRO,2686,56.3,0.728,815124.71,3779.68
3719,Blenheim Gilboa,42.4552,-74.4587,1000,0,HYDRO,2691,42,0.449,54873.74,613.34
3857,Lewiston Niagara,43.1424,-79.0482,240,0,HYDRO,2692,53.3,0.747,782426.29,3624.11
3932,Robert Moses Niagara,43.1427,-79.0394,2429,13613142,HYDRO,2693,53.7,0,1485.79,-11562.56
3933,Robert Moses Power Dam,44.951,-74.8937,912,6611236,HYDRO,2694,56.6,0,0.00,0.00
3742,Charles P Keller,40.6331,-73.6375,34,2756,GAS,2695,48.1,0.16,0.00,0.00
3997,Watertown,43.975,-75.875,8,21200,HYDRO,2700,91,0.001,45.41,2808.02
3176,Asheville,35.4714,-82.5431,837,2494264,COAL,2706,31.3,0.104,126891.88,1162.16
3181,Blewett,34.9815,-79.8771,95,119447,HYDRO,2707,59.3,0,484.29,5124.73
3189,Cape Fear,35.595,-79.0492,431,2030398,COAL,2708,58.2,0.002,13.09,671.28
3243,Lee,35.3775,-78.0875,508,2743551,COAL,2709,54.3,0.017,0.00,0.00
3252,Marshall,35.8108,-82.7353,5,11980,HYDRO,2710,30,0.83,0.00,0.00
3260,Morehead,34.7319,-76.7222,16,0,OIL,2711,47,0.168,0.00,0.00
3288,Roxboro,36.4833,-79.0731,2558,15979266,COAL,2712,42.4,0,559.96,9255.60
3240,L V Sutton,34.2824,-77.9864,763,2594050,COAL,2713,48.5,0.747,23124466.79,1995.12
3302,Tillery,35.2145,-80.5227,84,189580,HYDRO,2714,78.6,0.777,18202.42,74.04
3309,Walters,35.6946,-83.0503,108,286946,HYDRO,2715,85,0.172,0.00,0.00
3308,W H Weatherspoon,34.5889,-78.975,342,637639,COAL,2716,54.1,0.387,0.00,0.00
3219,G G Allen,35.1897,-81.0122,1155,5473381,COAL,2718,55.9,0.123,0.00,0.00
3183,Bridgewater,35.7428,-81.8372,20,57055,HYDRO,2719,96,0.326,683063.70,885.20
3185,Buck,35.7133,-80.3767,474,1136555,COAL,2720,61.2,0,74.41,1390.81
3197,Cliffside,35.22,-81.7594,781,2561748,COAL,2721,50.3,0.005,1217.17,2918.88
3201,Cowans Ford,35.4346,-80.9588,350,158899,HYDRO,2722,51,0.035,225797.06,1588.60
3205,Dan River,36.4862,-79.7208,388,594720,COAL,2723,58.6,0.719,0.00,0.00
3249,Lookout Shoals,35.7575,-81.0894,26,84938,HYDRO,2726,100,0,23.15,1596.75
3253,Marshall,35.5975,-80.9658,1996,12775577,COAL,2727,46.9,0,3.85,1538.07
3263,Mountain Island,35.3345,-80.9856,60,112499,HYDRO,2728,92,0.012,30401.68,1480.55
3272,Oxford,35.8214,-81.1922,36,105080,HYDRO,2729,87,0.285,91337.77,891.34
3278,Rhodhiss,35.7742,-81.4381,26,62164,HYDRO,2730,90,0.011,0.00,0.00
3280,Riverbend,35.36,-80.9742,601,1279683,COAL,2732,58.3,0.922,0.00,0.00
3305,Turner Shoals,35.3867,-82.1922,5,14736,HYDRO,2735,19,0.406,923889.32,871.51
3306,Tuxedo,35.2447,-82.3897,5,16672,HYDRO,2736,95,0.506,0.00,0.00
3178,Bear Creek,35.2403,-83.0719,9,26548,HYDRO,2741,61,0.558,3078.92,30.01
3191,Cedar Cliff,35.2531,-83.0983,6,19719,HYDRO,2743,63,0.621,149647.80,543.65
3218,Franklin,35.2194,-83.3708,1,0,HYDRO,2745,90,0,26.51,0.00
3257,Mission,35.0647,-83.9258,2,3147,HYDRO,2746,84.7,0.73,0.00,0.00
3267,Nantahala,35.2715,-83.6762,43,203012,HYDRO,2747,73,0.354,3319236.85,2243.55
3300,Tennessee Creek,35.2139,-83.0028,11,23463,HYDRO,2749,60,0.373,6133725.93,2149.41
3301,Thorpe,35.2333,-83.1256,22,70619,HYDRO,2750,74,0.034,84290.82,1589.22
3303,Tuckasegee,35.2467,-83.1283,3,6172,HYDRO,2751,65,0.131,0.00,0.00
3220,Gaston,36.4791,-77.6725,178,340244,HYDRO,2756,52,0.074,211363.35,1309.77
