id,name,lat,lon,nameplate,generation,fuel,
1823,Blackstone Wind Farm II LLC,41.1406,-88.53,200,175992,WIND,
2333,Dighton Power Plant,41.8312,-71.1239,200,522275,GAS,
3080,Table Rock,36.597,-93.3086,200,558043,HYDRO,
4097,Richard Gorsuch,39.3672,-81.5208,200,798680,COAL,
4820,Mesquite Wind Power LLC,32.6256,-99.4928,200,513195,WIND,
4860,Post Oak Wind LLC,32.5144,-99.6564,200,542378,WIND,
5425,Nelson Dewey,42.7225,-91.0085,200,1189910,COAL,
5582,Top of the World Windpower Project,42.9732,-105.51,200,149024,WIND,
622,J S Eastwood,37.1478,-119.2561,200,228795,HYDRO,
1709,Whispering Willow Wind Farm - East,42.63,-93.2067,200,353163,WIND,
2042,Meadow Lake Wind Farm LLC,40.6275,-86.935,200,487991,WIND,
1125,Peetz Table Wind Energy,40.9456,-103.1644,200,618408,WIND,
4729,EC&R Panther Creek Wind Farm III,31.9925,-101.1167,200,454776,WIND,
1045,Woodland,37.6528,-121.0172,199,363527,GAS,
5207,Big Horn Wind Project,45.9192,-120.1206,199,484570,WIND,
539,Folsom,38.7068,-121.1586,199,566959,HYDRO,
4138,Elk City LLC,35.4642,-99.8983,198,297084,WIND,
1889,High Trail Wind Farm LLC,40.4792,-88.7989,198,549674,WIND,
1937,Old Trail Wind Farm,40.4792,-88.7989,198,565168,WIND,
1983,Vermilion,40.1781,-87.7481,197,687457,COAL,
4784,Inadale Wind Farm LLC,32.4969,-100.5797,197,384481,WIND,
845,Riverside Energy Resource Center,33.9636,-117.4528,196,14788,GAS,
2222,Robert A Reid,37.6467,-87.5033,195,7000,COAL,
4645,Tennessee Eastman Operations,36.5192,-82.535,194,1328530,COAL,
1060,Arapahoe Combustion Turbine Project,39.6692,-105.0018,194,190272,GAS,
894,SCA Cogen 2,38.5306,-121.399,193,753698,GAS,
4364,Grays Ferry Cogeneration,39.9417,-75.1883,193,1857968,GAS,
2294,Sidney A Murray Jr Hydroelectric,31.4691,-91.6492,192,1108794,HYDRO,
3508,Bayonne Plant Holding LLC,40.6543,-74.1023,192,164948,GAS,
1186,Devon Station,41.2083,-73.1092,191,12384,OIL,
4862,Power Station 4,29.3794,-94.9167,191,934774,GAS,
3351,Stanton,47.2872,-101.3314,190,1351325,COAL,
685,Mammoth Pool,37.2203,-119.3379,190,708585,HYDRO,
4262,Oxbow,44.9705,-116.8502,190,975054,HYDRO,
2658,Mistersky,42.3038,-83.0904,189,91361,GAS,
2198,Green River,37.3636,-87.1214,189,889311,COAL,
4975,Carbon,39.7272,-110.8644,189,1296004,COAL,
4585,Groton Generating Station,45.3718,-98.1032,189,44675,GAS,
1975,Tilton,40.1063,-87.6539,188,20483,GAS,
5385,French Island,43.8298,-91.26,188,68401,BIOMASS,
5363,De Pere Energy Center,44.4489,-88.0731,187,29762,GAS,
3620,Pyramid,32.2363,-108.5494,186,55691,GAS,
4518,Hagood,32.8265,-79.9634,186,51690,GAS,
3143,Fort Peck,48.0122,-106.4123,185,584252,HYDRO,
232,Thomas Fitzhugh,35.4617,-93.8053,185,82487,GAS,
4656,AES Deepwater,29.7192,-95.2278,185,456855,OIL,
1449,Robins,32.5806,-83.5831,184,10051,GAS,
829,Redding Power,40.5083,-122.4253,183,21320,GAS,
2448,Vienna Operations,38.4878,-75.8208,183,8388,OIL,
211,Harvey Couch,33.3592,-93.4649,183,68743,GAS,
5225,Diablo,48.7135,-121.132,182,718580,HYDRO,
3282,Roanoke Valley Energy Facililty I,36.4364,-77.6167,182,1289564,COAL,
1591,Exira,41.5131,-94.9189,182,3716,GAS,
4899,Silas Ray,25.9131,-97.5214,181,73487,GAS,
65,North Pole,64.7356,-147.3481,181,520322,OIL,
5326,Alma,44.3085,-91.9106,181,304630,COAL,
1280,G E Turner,28.8689,-81.2728,181,23418,OIL,
675,Los Esteros Critical Energy Center,37.425,-121.9319,180,39542,GAS,
944,Spring Creek,40.6281,-122.4675,180,323355,HYDRO,
1556,Archer Daniels Midland Clinton,41.8206,-90.2097,180,793892,COAL,
2385,Pittsfield Generating LP,42.4564,-73.2181,180,182729,GAS,
3286,Rosemary Power Station,36.4525,-77.6594,180,120567,GAS,
3352,Tatanka Wind Power LLC,46.03,-99.37,180,581250,WIND,
4688,Bull Creek Wind,32.9153,-101.4581,180,280021,WIND,
4730,EC&R Papalote Creek I LLC,27.9386,-97.4586,180,536329,WIND,
1663,Pleasant Hill,41.5572,-93.5242,180,37304,GAS,
1929,Morris Cogeneration LLC,41.4092,-88.3292,179,442903,GAS,
571,Glenarm,34.1256,-118.1474,179,78323,GAS,
2367,Milford Power LP,42.1292,-71.5122,178,403163,GAS,
5235,Frederickson,47.0864,-122.3657,178,10659,GAS,
3220,Gaston,36.4791,-77.6725,178,340244,HYDRO,
5340,Blount Street,43.0792,-89.3739,178,26330,GAS,
4750,ExxonMobil Baytown Refinery,29.7547,-94.9928,177,1024818,GAS,
160,Lay Dam,32.9633,-86.5187,177,482545,HYDRO,
386,Calistoga Power Plant,38.79,-122.7456,176,538765,GEOTHERMAL,
1784,Palisades,43.3353,-111.204,176,606219,HYDRO,
4885,San Jacinto Steam Electric Station,29.6967,-95.0411,176,746160,GAS,
5231,Encogen,48.746,-122.486,176,146232,GAS,
2000,ArcelorMittal Burns Harbor,41.6331,-87.1187,176,656446,OTHER,
2991,Blue Valley,39.0919,-94.3261,176,102019,COAL,
1617,Intrepid,42.5539,-95.3283,176,480242,WIND,
1531,Adair Wind Farm,41.4236,-94.665,175,497375,WIND,
4650,Watts Bar Hydro,35.6194,-84.7852,175,775659,HYDRO,
350,Big Creek 3,37.1497,-119.3872,174,841970,HYDRO,
1120,Northen Colorado Wind LLC,40.9881,-102.8969,174,446350,WIND,
938,SPA Cogen 3,38.511,-121.4735,174,635914,GAS,
1248,Auburndale Power Partners,28.0542,-81.8058,174,622639,GAS,
1117,Morrow Point,38.4522,-107.538,173,271640,HYDRO,
126,Bartletts Ferry,32.6631,-85.0911,173,427335,HYDRO,
4774,Hardin County Peaking Facility,30.3039,-94.2527,173,56276,GAS,
1723,Bennett Mountain,43.1747,-115.6252,173,41827,GAS,
3150,J E Corette Plant,45.7747,-108.4803,173,961177,COAL,
4371,Hazelton,40.9282,-76.0416,172,4094,GAS,
3492,Schiller,43.0978,-70.7842,171,761798,COAL,
485,Don Pedro,37.6975,-120.4203,171,527932,HYDRO,
3098,Chevron Oil,30.34,-88.492,171,1078449,GAS,
4686,Buffalo Gap 3 Wind Farm,32.2878,-100.1,170,457379,WIND,
2643,Livingston Generating Station,45.0291,-84.7332,170,19342,GAS,
169,Mitchell Dam,32.8049,-86.4456,170,411104,HYDRO,
3401,Lon Wright,41.4275,-96.4619,170,467280,COAL,
4884,San Jacinto County Peaking Facility,30.42,-95.0114,170,164120,GAS,
4936,Turkey Track Wind  Energy LLC,32.1981,-100.2686,170,476155,WIND,
5479,West Campus Cogeneration Facility,43.0751,-89.4251,169,139679,GAS,
5318,Whitehorn,48.8294,-122.6919,169,8681,GAS,
985,Tracy Peaker,37.7107,-121.4906,169,7147,GAS,
1999,Anderson,40.0529,-85.7389,169,2644,GAS,
624,James B Black,40.9923,-121.9751,169,714470,HYDRO,
1936,NRG Rockford II Energy Center,42.2383,-89.1014,168,17360,GAS,
4939,Union Carbide Seadrift Cogen,28.5151,-96.7717,168,593905,GAS,
1215,South Meadow,41.7495,-72.6524,167,1578,OIL,
5480,West Marinette,45.0869,-87.6881,167,16032,GAS,
3435,Terry Bundy Generating Station,40.9108,-96.6147,167,109834,GAS,
5261,March Point Cogeneration,48.4708,-122.56,167,1081240,GAS,
3677,Sunrise,36.1384,-115.036,167,0,GAS,
1789,Rathdrum,47.8034,-116.869,166,10719,GAS,
3234,Hiwassee Dam,35.1501,-84.1775,166,251222,HYDRO,
4771,Hackberry Wind Farm,32.7683,-99.4228,166,441334,WIND,
800,Pine Flat,36.8326,-119.327,165,512545,HYDRO,
856,Roseville Energy Park,38.7926,-121.3823,164,502960,GAS,
3929,Richard M Flynn,40.8153,-73.0644,164,942488,GAS,
2454,Androscoggin Energy Center,44.5047,-70.2403,164,702350,GAS,
4510,Dolphus M Grainger,33.8253,-79.0528,163,404656,COAL,
4186,Weleetka,35.3233,-96.1352,163,7003,GAS,
3000,Columbia Energy Center,39.0183,-92.2633,163,3673,GAS,
3690,AES Greenidge LLC,42.6789,-76.9483,163,544502,COAL,
608,High Winds LLC,38.1381,-121.8053,162,377989,WIND,
1079,Colorado Green Holdings LLC,37.7033,-102.6231,162,318339,WIND,
2288,PPG Riverside,30.2242,-93.2831,162,275032,OTHER,
5263,Mayfield,46.5035,-122.5885,162,695270,HYDRO,
2545,491 E 48th Street,42.7553,-86.0853,162,30422,GAS,
625,Jaybird,38.7074,-121.1571,162,585707,HYDRO,
3011,Harry Truman,38.2623,-93.4062,161,394738,HYDRO,
2024,Gary Works,41.6133,-87.3281,161,798137,OTHER,
4960,Wildorado Wind Ranch,35.1336,-101.8483,161,675972,WIND,
200,Dardanelle,35.2503,-93.1686,161,706781,HYDRO,
4721,Desert Sky,30.9178,-102.0867,161,512440,WIND,
2617,Hancock,42.5497,-83.4425,160,1561,GAS,
1560,Barton Windpower LLC,43.4231,-93.1392,160,381824,WIND,
4681,Brazos Wind Farm,32.72,-101.285,160,397037,WIND,
3530,Glen Gardner,40.6815,-74.9207,160,4566,GAS,
4614,Chickamauga,35.1079,-85.2462,160,638159,HYDRO,
3630,Valencia Energy Facility,34.6013,-106.7322,160,70130,GAS,
4030,Dicks Creek,39.465,-84.3775,159,279,GAS,
3340,Langdon Wind  LLC,48.63,-98.315,159,418774,WIND,
682,Malburg,33.9983,-118.2219,159,721222,GAS,
1370,Vero Beach Municipal Power Plant,27.6311,-80.3758,158,54119,GAS,
1059,Arapahoe,39.67,-105.0028,158,608811,COAL,
396,Camino,38.8283,-120.5367,158,390368,HYDRO,
1302,Lake Cogen Ltd,28.9158,-81.676,158,604849,GAS,
1687,Sycamore,41.6722,-93.6769,158,43817,GAS,
4531,Keowee,34.7981,-82.8872,158,73463,HYDRO,
162,Lewis Smith Dam,33.9406,-87.1077,157,214662,HYDRO,
5248,Hopkins Ridge Wind,46.4211,-117.8331,157,379310,WIND,
3514,Camden Plant Holding LLC,39.9175,-75.1192,157,383008,GAS,
483,Dion R Holm,37.8966,-119.9688,157,788899,HYDRO,
1686,Sutherland,42.0472,-92.8627,157,535615,COAL,
4608,Calderwood,35.4923,-83.9806,157,540920,HYDRO,
190,Ashdown,33.6417,-94.1083,157,850763,BIOMASS,
3556,Newark Bay Cogeneration Partnership LP,40.7197,-74.13,156,350914,GAS,
3523,Deepwater,39.6831,-75.5083,155,181656,COAL,
206,Fulton,33.6094,-93.7924,155,102681,GAS,
2594,Erickson Station,42.6919,-84.6572,155,690977,COAL,
628,Judge F Carr,40.6469,-122.6269,154,175963,HYDRO,
1093,Frank Knutson,39.9414,-104.6817,154,41531,GAS,
1108,Limon Generating Station,39.2038,-103.7005,154,12536,GAS,
2654,Michigan Power LP,43.94,-86.4247,154,1055197,GAS,
486,Donald Von Raesfeld Power Plant,37.3767,-121.9508,154,531833,GAS,
1421,International Paper Savanna Mill,32.1047,-81.1222,154,671965,BIOMASS,
3623,Reeves,35.1716,-106.6019,154,77082,GAS,
4732,EG178 Facility,32.7467,-100.9536,154,824908,GAS,
4620,Fort Loudoun,35.7917,-84.2431,153,686129,HYDRO,
1288,Higgins,28.0037,-82.6626,153,14485,GAS,
1699,Walnut Wind Farm,41.4517,-95.2383,153,439667,WIND,
1893,Hutsonville,39.1333,-87.6597,153,558031,COAL,
4772,Hal C Weaver Power Plant,30.2867,-97.7356,153,366908,GAS,
4836,Notrees Windpower,31.9986,-102.8492,153,440203,WIND,
2001,ArcelorMittal Indiana Harbor West,41.6589,-87.4644,152,114517,OTHER,
4149,Keenan II Renewable Energy Co LLC,36.4228,-99.2608,152,81662,WIND,
4981,Flaming Gorge,40.9148,-109.4217,152,409246,HYDRO,
1238,McKee Run,39.1748,-75.5455,151,45195,GAS,
4126,Blue Canyon Windpower II,34.8661,-98.6056,151,507275,WIND,
4619,Douglas Dam,35.9623,-83.5393,151,348019,HYDRO,
4938,Ty Cooke,33.5211,-101.7906,151,175883,GAS,
4826,Motiva Enterprises Port Arthur Refinery,29.8822,-93.9569,151,635273,GAS,
911,Shiloh I Wind Project,38.1503,-121.6967,150,441684,WIND,
912,Shiloh Wind Project 2 LLC,38.1711,-121.8461,150,445041,WIND,
1567,Carroll Wind Farm,42.1622,-94.93,150,430995,WIND,
1596,FPL Energy Crystal Lake Wind LLC,43.2125,-93.8311,150,362579,WIND,
1597,FPL Energy Story Wind LLC,42.1044,-93.2722,150,384353,WIND,
1598,Garden Wind LLC,42.0343,-93.4709,150,218705,WIND,
1836,Camp Grove Wind Farm,41.0617,-89.7731,150,419081,WIND,
1968,Streator Cayuga Ridge South,41,-88,150,589702,WIND,
2101,Elk River Wind,37.5,-96.5,150,511219,WIND,
3028,Lost Creek Wind Energy Facility,39.8917,-94.4157,150,258133,WIND,
3141,Dave Gates Generating Station,46.1064,-111.8756,150,37595,GAS,
3602,Delta Person LLC,35.026,-106.644,150,6091,GAS,
4590,MinnDakota Wind LLC,44.2503,-96.5356,150,477682,WIND,
4695,Cedro Hill Wind LLC,27.4472,-98.8367,150,64037,WIND,
4799,Langford Wind Power,31.1178,-100.5025,150,453665,WIND,
4817,McAdoo Wind Energy LLC,33.7203,-101.0061,150,495659,WIND,
4896,Sherbino I Wind Farm,30.6603,-102.705,150,331127,WIND,
4934,Trent Wind Farm LP,32.2959,-100.4137,150,380119,WIND,
614,Indigo Energy Facility,33.9114,-116.5533,150,63600,GAS,
4761,Goat Wind LP,31.9019,-100.898,150,390207,WIND,
635,Kearny,32.834,-117.1338,149,11974,GAS,
2108,Fort Dodge,37.7328,-99.9497,149,335942,GAS,
3350,Rugby Wind Power Project,48,-100,149,324143,WIND,
4303,AES Beaver Valley Partners Beaver Valley,40.6558,-80.3556,149,923059,COAL,
1304,Larsen Memorial,28.0797,-81.9228,149,152191,GAS,
2165,Smoky Hills II,38.8756,-98.2631,149,554306,WIND,
3328,FPL Energy Ashtabula Wind LLC,47.1294,-97.8853,149,469443,WIND,
2167,Spearville,37.8641,-99.7547,148,365800,WIND,
3834,Indeck Corinth Energy Center,43.25,-73.8125,147,603089,GAS,
4184,Weatherford Wind Energy Center,35.5584,-98.7549,147,553769,WIND,
3210,Domtar Paper Co LLC Plymouth NC,35.8628,-76.7831,147,559851,BIOMASS,
2322,Cleary Flood,41.8653,-71.1061,146,86660,GAS,
5091,International Paper Franklin Mill,36.6803,-76.9128,146,124997,BIOMASS,
3008,Farmers City Wind LLC,40.575,-95.5228,146,333843,WIND,
5341,Blue Sky Green Field Wind Project,43.7436,-88.3886,145,326880,WIND,
2017,Edwardsport,38.8067,-87.2472,144,113404,COAL,
2439,Notch Cliff,39.4217,-76.5087,144,18710,GAS,
5587,Wyoming Wind Energy Center,41.2874,-110.5556,144,332972,WIND,
1329,Pasco Cogen Ltd,28.3744,-82.1892,144,266140,GAS,
2250,Formosa Plastics,30.4992,-91.1872,144,341305,GAS,
1586,Earl F Wisdom,43.1606,-95.2569,143,27002,COAL,
815,Poe,39.7229,-121.4699,143,529896,HYDRO,
4727,EC&R Panther Creek Wind Farm I,32.7086,-101.4542,143,423522,WIND,
693,McClure,37.6525,-121.0197,142,4585,GAS,
1164,Valmont Combustion Turbine Project,40.0197,-105.202,142,12240,GAS,
2585,Delray,42.2947,-83.1019,142,30252,GAS,
2004,Broadway,37.9694,-87.6044,142,13050,GAS,
805,Pit 5,40.9932,-121.8693,142,713130,HYDRO,
1669,Riverside,41.5404,-90.4483,141,865510,COAL,
3125,Sylvarena,31.9842,-89.4131,141,101694,GAS,
1452,Savannah River Mill,32.3683,-81.3413,140,574970,OIL,
3449,Comerford,44.3255,-72.0007,140,376208,HYDRO,
3491,S C Moore,44.3356,-71.8742,140,302436,HYDRO,
986,Trinity,40.8011,-122.7617,140,320533,HYDRO,
2244,D G Hunter,31.321,-92.4626,140,4396,GAS,
5003,Nebo Power Station,40.0614,-111.7294,140,445595,GAS,
951,Starwood Power Project,36.654,-120.5797,140,39767,GAS,
3559,Parlin Power Plant,40.4586,-74.3327,140,69242,GAS,
5101,Mecklenburg Power Station,36.6009,-78.53,140,486418,COAL,
639,Kerckhoff 2,37.1281,-119.5255,140,551886,HYDRO,
4657,Air Products Port Arthur,29.8577,-93.9653,139,866273,GAS,
1898,Interstate,39.8233,-89.5888,139,31802,GAS,
5416,Manitowoc,44.082,-87.6558,138,279228,OIL,
4054,Hamilton,39.4098,-84.5544,138,173952,COAL,
138,Gadsden,34.0128,-85.9708,138,229660,COAL,
4683,Bryan,30.6469,-96.3725,138,648,GAS,
5548,Glenrock,43.0181,-105.8428,138,387908,WIND,
1071,Brush 4,40.2415,-103.631,138,43015,GAS,
517,El Segundo Cogen,33.9058,-118.4031,137,968277,GAS,
3124,Sweatt,32.2925,-88.7461,137,5974,GAS,
1322,Orange Cogeneration Facility,27.8708,-81.8253,137,334214,GAS,
2482,Great Lakes Hydro America - ME,45.6459,-68.7034,137,780695,HYDRO,
5304,Tuolumne Wind Project,45.8797,-120.8072,136,376519,WIND,
219,McClellan,33.5648,-92.7917,136,212630,GAS,
2369,Mount Tom,42.2814,-72.6053,136,474949,COAL,
5265,Merwin,45.9568,-122.5556,136,559382,HYDRO,
149,Harris Dam,33.2579,-85.6162,135,159540,HYDRO,
569,Gilroy Peaking Energy Center,36.999,-121.5363,135,30795,GAS,
585,Haas,36.9274,-119.0203,135,624936,HYDRO,
801,Pine Tree Wind Power Project,35.2389,-118.1874,135,306709,WIND,
2030,Henry County,39.9528,-85.5039,135,47802,GAS,
2268,Mansfield Mill,32.1575,-93.5562,135,775200,BIOMASS,
2341,Exelon Medway LLC,42.1364,-71.4478,135,2809,OIL,
3151,Judith Gap Wind Energy Center,46.5725,-109.7531,135,414002,WIND,
3203,CPI USA NC Southport,33.9444,-78.0125,135,131975,COAL,
4574,Ben French,44.0859,-103.2621,135,133365,COAL,
4596,Spirit Mound,42.8333,-96.9583,135,189,OIL,
4610,Center Hill,36.0972,-85.8274,135,251053,HYDRO,
4612,Cherokee Dam,36.1666,-83.4991,135,283637,HYDRO,
4917,Sweetwater Wind 3 LLC,32.3008,-100.4139,135,406619,WIND,
3561,Pedricktown Cogeneration Company LP,39.7661,-75.4242,135,172494,GAS,
4168,Ponca City,36.7205,-97.0868,134,38145,GAS,
2801,Fox Lake,43.6728,-94.7074,134,20044,GAS,
5322,Yale,45.9627,-122.3353,134,629932,HYDRO,
652,King City Power Plant,36.225,-121.1278,133,589762,GAS,
3389,Gavins Point,42.8483,-97.4804,132,584337,HYDRO,
2494,Kibby Wind Power Project,45.3853,-70.5258,132,152524,WIND,
2919,Silver Bay Power,47.286,-91.26,132,725854,COAL,
4443,Richmond Generating Station,39.9853,-75.0733,132,4331,OIL,
1317,Mulberry Cogeneration Facility,27.8489,-81.8775,132,400050,GAS,
1355,Stock Island,24.5636,-81.7342,132,9443,OIL,
4634,Norris Dam,36.2242,-84.0914,131,411819,HYDRO,
1390,Buford,34.1625,-84.0756,131,198014,HYDRO,
2821,Hoot Lake,46.29,-96.0428,131,836011,COAL,
2003,Benton County Wind Farm,40.695,-87.4886,131,359856,WIND,
4892,Scurry County Wind LP,32.7204,-100.9952,131,390245,WIND,
3852,Kodak Park Site,43.1969,-77.6289,130,409869,COAL,
1247,Auburndale Peaker Energy Center,28.0534,-81.8059,130,13930,GAS,
4166,Pensacola,36.4682,-95.0412,130,526469,HYDRO,
570,Gilroy Power Plant,37.0001,-121.5367,130,160651,GAS,
1478,Walter F George,31.6256,-85.0639,130,358836,HYDRO,
2183,Barkley,37.0217,-88.2211,130,506250,HYDRO,
3397,Jones Street,41.2517,-95.9235,130,0,OIL,
2666,Northeast,42.45,-83.0381,130,842,OIL,
265,Horse Mesa,33.5907,-111.344,130,145079,HYDRO,
1072,Burlington,39.3561,-102.2431,129,4297,OIL,
5381,Forward Wind Energy Center,43.6161,-88.4969,129,342116,WIND,
5393,Green Bay West Mill,44.4936,-88.0303,129,568386,COAL,
1320,Okeelanta Cogeneration,26.5769,-80.7469,129,325557,BIOMASS,
3129,Weyerhaeuser Columbus MS,33.3602,-88.46,129,606067,BIOMASS,
163,Logan Martin Dam,33.4258,-86.338,128,306988,HYDRO,
1668,River Hills,41.591,-93.6197,128,0,GAS,
2256,Georgia Pacific Port Hudson,30.6547,-91.28,128,918049,BIOMASS,
3668,Saguaro Power,36.0417,-115.0117,127,699616,GAS,
153,International Paper Courtland Mill,34.735,-87.3108,127,377952,BIOMASS,
4122,Yankee Street,39.603,-84.2047,127,223,GAS,
4698,Champion Wind Farm LLC,32.3983,-100.6481,127,349945,WIND,
4907,Spencer,33.1978,-97.1067,127,26232,GAS,
15,Bradley Lake,59.7554,-150.8511,126,348271,HYDRO,
3897,Noble Wethersfield Windpark LLC,42.6697,-78.2278,126,255363,WIND,
402,Carson Ice-Gen Project,38.4461,-121.4614,126,334469,GAS,
5298,Sumas Power Plant,48.9905,-122.2733,126,285809,GAS,
833,Richmond Cogen,37.9418,-122.3909,125,861778,GAS,
1263,Central Power & Lime,28.5814,-82.4303,125,599941,COAL,
1815,Alsey,39.5606,-90.4339,125,5014,GAS,
2231,Arsenal Hill,32.5181,-93.7611,125,896640,GAS,
2396,Somerset Station,41.737,-71.146,125,481,OIL,
2618,Harbor Beach,43.8519,-82.6436,125,167303,COAL,
1624,Keokuk,40.3965,-91.3719,125,930304,HYDRO,
850,Rock Creek,38.9388,-120.7283,125,423641,HYDRO,
1755,Goshen Phase II,43.5347,-111.8403,125,90135,WIND,
4155,Markham,36.2317,-95.1822,124,277762,HYDRO,
4755,Forest Creek Wind Farm LLC,32.0244,-101.2792,124,387622,WIND,
5056,Covanta Fairfax Energy,38.695,-77.2411,124,560909,BIOMASS,
5573,Seven Mile Hill,41.9203,-106.3758,124,391845,WIND,
4170,Red Hills Wind Project LLC,35.535,-99.3828,123,413340,WIND,
5256,Longview Fibre,46.101,-122.9268,123,274485,BIOMASS,
5525,PPG Natrium Plant,39.7475,-80.8547,123,412899,COAL,
4226,FPL Energy Vansycle LLC (OR),45.9805,-118.7908,123,261094,WIND,
3731,Carr Street Generating Station,43.0611,-76.0819,123,28509,GAS,
182,Washington County Cogeneration Facility,31.2504,-88.0156,123,852460,GAS,
1323,Orlando Cogen LP,28.4422,-81.4119,122,873577,GAS,
4169,PowerSmith Cogeneration Project,35.4401,-97.6498,122,419355,GAS,
3801,Glenwood Landing,40.8275,-73.6478,122,98993,GAS,
4733,Elbow Creek Wind Project LLC,32.1408,-101.3986,122,348427,WIND,
3615,Milagro Cogeneration Plant,36.7367,-107.9417,122,393129,GAS,
2449,Westport,39.27,-76.6305,122,6091,GAS,
3006,Essex,36.8678,-89.8397,121,6797,GAS,
3848,Kennedy International Airport Cogen,40.6417,-73.7778,121,582507,GAS,
246,Black Mountain Generating Station,35.0534,-114.1353,121,87401,GAS,
655,Kings River,36.6894,-119.7399,121,35922,GAS,
747,Niland Gas Turbine Plant,33.2421,-115.5014,121,31661,GAS,
843,Ripon Generation Station,37.7313,-121.1255,121,21951,GAS,
4687,Buffalo Gap Wind Farm,32.2962,-100.12,121,355124,WIND,
194,Carl Bailey,35.2597,-91.3631,120,46243,GAS,
790,Parker Dam,34.2951,-114.1417,120,439316,HYDRO,
1461,Sowega Power,31.3869,-84.0814,120,29789,GAS,
2219,PPS Power Plant No 1,37.0325,-88.6156,120,23011,GAS,
2443,"RG Steel Sparrows Point, LLC",39.213,-76.4729,120,263881,OTHER,
3319,Ashtabula Wind II LLC,47.1242,-97.8956,120,378735,WIND,
3626,San Juan Mesa,33.9716,-103.8601,120,406535,WIND,
4133,Centennial Wind Farm,36.6057,-99.3256,120,349039,WIND,
4251,Lookout Point,43.9153,-122.7531,120,268930,HYDRO,
4361,G F Weaton Power Station,40.6672,-80.3465,120,484635,COAL,
4664,Barton Chapel Wind Farm,33.2067,-98.1608,120,301813,WIND,
4891,Scurry County Wind II,30.6672,-97.9178,120,364409,WIND,
4909,Stanton Wind Energy LLC,32.2353,-101.8367,120,339639,WIND,
5566,Neil Simpson II,44.2853,-105.3841,120,703660,COAL,
3692,AES Westover,42.1117,-75.9747,119,257001,COAL,
3684,Western 102 Power Plant,39.5633,-119.5205,119,200879,GAS,
1300,Jefferson Smurfit Fernandina Beach,30.6833,-81.4592,118,658000,BIOMASS,
769,Orange Grove Peaking Facility,33.3594,-117.1114,118,63903,GAS,
1239,NRG Energy Center Dover,39.1467,-75.5461,118,105603,COAL,
4331,Colver Power Project,40.55,-78.8,118,886346,COAL,
342,Belden,39.9866,-121.2843,118,250129,HYDRO,
400,Caribou 2,40.1742,-121.0915,118,357165,HYDRO,
4520,Hilton Head,32.2089,-80.6994,118,436,OIL,
3034,McCartney,37.2479,-93.1709,118,69117,GAS,
1127,Plains End II LLC,39.8586,-105.2256,118,152898,GAS,
4241,Klamath Expansion Project,42.1725,-121.8139,118,5893,GAS,
2276,Noranda Alumina LLC,30.054,-90.6693,117,264318,GAS,
648,Keswick,40.6116,-122.4456,117,378586,HYDRO,
2531,Somerset Plant,44.7035,-69.6474,117,575746,BIOMASS,
5585,Wygen III,44.2919,-105.3806,116,598363,COAL,
703,Middle Fork,39.0575,-120.4092,116,545513,HYDRO,
2938,Syl Laskin,47.5306,-92.1619,116,516369,COAL,
3145,Hardin Generator Project,45.7578,-107.6,116,793895,COAL,
2140,McPherson 3,38.3864,-97.61,116,3406,GAS,
823,R C Kirkwood,37.6992,-120.4208,116,557200,HYDRO,
2824,Hutchinson Plant #2,44.8889,-94.35,116,7625,GAS,
3348,Prairie Winds ND1,48.1333,-101.3833,116,369060,WIND,
4728,EC&R Panther Creek Wind Farm II,31.9361,-101.2983,116,348526,WIND,
146,Guntersville,34.4211,-86.3931,115,645316,HYDRO,
1169,Zuni,39.7369,-105.0169,115,3625,GAS,
976,Thermalito,39.5147,-121.63,115,175481,HYDRO,
1180,Cos Cob,41.0289,-73.5989,115,4478,OIL,
3349,R M Heskett,46.8669,-100.8839,115,469179,COAL,
3215,Edgecombe Genco LLC,36.0378,-77.7542,115,531090,COAL,
5092,James River Genco LLC,37.2939,-77.2697,115,261371,COAL,
5111,Portsmouth Genco LLC,36.8703,-76.3519,115,338844,COAL,
4199,Carmen Smith,44.2733,-122.0501,114,220680,HYDRO,
4412,Northampton Generating Company LP,40.6917,-75.4792,114,777624,COAL,
1126,Plains End,39.8578,-105.2226,114,24836,GAS,
4159,Muskogee Mill,35.7322,-95.2939,114,420456,COAL,
4690,Callahan Divide Wind Energy Center,32.5,-100,114,346306,WIND,
4834,Noble Great Plains Windpark LLC,36.4964,-101.3917,114,390646,WIND,
1679,Storm Lake 1,42.6878,-95.405,114,233957,WIND,
1121,Nucla,38.2387,-108.5083,114,480529,COAL,
1742,Clearwater Paper IPP Lewiston,46.4255,-116.9752,114,435880,BIOMASS,
545,Foster Wheeler Martinez,38.0244,-122.0589,114,766445,GAS,
1491,Campbell Industrial Park,21.3034,-158.1063,113,10978,OIL,
3579,Sherman Avenue,39.451,-75.0578,113,2047,GAS,
167,Mead Coated Board,32.175,-85.0311,113,728667,BIOMASS,
191,Beaver,36.4226,-93.8462,112,189500,HYDRO,
2116,Gray County Wind Energy,37.8833,-100.64,112,363860,WIND,
3822,High Sheldon Wind Farm,42.7794,-78.4269,112,240036,WIND,
5246,H M Jackson,47.9084,-121.8144,112,382612,HYDRO,
4537,Myrtle Beach,33.7089,-78.9233,112,875,OIL,
5537,Dunlap,41.6954,-106.9344,111,102467,WIND,
