id,name,lat,lon,nameplate,generation,fuel,
3086,Trigen St.Louis,38.6359,-90.1809,37,54513,GAS,
3322,Bison I Wind Energy Center,46.9783,-101.5486,37,10274,WIND,
3164,Rainbow,47.5344,-111.2045,37,252528,HYDRO,
4221,Faraday,45.2683,-122.3167,37,181947,HYDRO,
4472,York County Resource Recovery,39.9886,-76.7247,37,211182,BIOMASS,
2052,Peru,40.7551,-86.0575,36,866,COAL,
3947,Sherman Island,43.2797,-73.7094,36,184547,HYDRO,
4090,Piqua Power Plant,40.1319,-84.2348,36,0,OIL,
6,Auke Bay,58.3861,-134.6389,36,335,OIL,
609,HL Power,40.3682,-120.2644,36,166565,BIOMASS,
656,Kingsburg Cogen,36.5397,-119.5794,36,98746,GAS,
4424,Piney Creek Project,41.1776,-79.4418,36,257651,COAL,
280,Roosevelt,33.6702,-111.1618,36,129529,HYDRO,
465,DAI Oildale,35.7231,-119.0231,36,235331,GAS,
1643,Merle Parr,43.0563,-92.6932,36,0,GAS,
2553,B E Morrow,42.2867,-85.5314,36,1492,GAS,
3018,Jackson Square,39.1175,-94.4058,36,133,OIL,
3272,Oxford,35.8214,-81.1922,36,105080,HYDRO,
3711,Bennetts Bridge,43.5317,-75.9531,36,86525,HYDRO,
3751,Colton,44.5839,-74.9583,36,212356,HYDRO,
3966,Stewarts Bridge,43.2978,-73.8853,36,107957,HYDRO,
4228,Georgia Pacific Wauna Mill,46.1511,-123.4056,36,144701,GAS,
4471,WPS Westwood Generation LLC,40.6191,-76.45,36,188716,COAL,
4611,Cheatham,36.3208,-87.2219,36,139849,HYDRO,
5493,Wissota,44.9378,-91.3406,36,154227,HYDRO,
5555,Kortes,41.7889,-107.0558,36,137858,HYDRO,
2818,Hibbing,47.4294,-92.935,36,148857,COAL,
2823,Hutchinson Plant #1,44.8958,-94.8847,36,4351,GAS,
4388,Lancaster County Resource Recovery,40.0711,-76.6436,36,205245,BIOMASS,
937,Southeast Resource Recovery,33.7607,-118.2398,36,226977,BIOMASS,
5203,Wilder,43.6678,-72.3031,36,172567,HYDRO,
2792,Fairmont,43.6579,-94.4647,36,2362,GAS,
1078,Colorado Energy Nations Company,39.7606,-105.215,35,193433,COAL,
2270,Minden,32.6079,-93.2924,35,146,GAS,
5357,Cornell,45.1631,-91.1586,35,98266,HYDRO,
982,Total Energy Facilities,33.7683,-118.2836,35,134666,BIOMASS,
905,SEGS VI,35.0142,-117.559,35,83560,SOLAR,
906,SEGS VII,35.0142,-117.559,35,78464,SOLAR,
2471,Cape Gas Turbine,43.6436,-70.2544,35,535,OIL,
3515,Camden Resource Recovery Facility,39.9092,-75.1169,35,137956,BIOMASS,
4928,Texas Petrochemicals,29.6981,-95.2547,35,251061,GAS,
5422,MMSD Jones Island Wastewater,43.0214,-87.9014,35,49258,GAS,
5197,Vernon,42.7706,-72.5133,35,160566,HYDRO,
1025,Watsonville Power Plant,36.9112,-121.7685,35,66407,GAS,
2092,Chanute 3,37.6376,-95.4704,35,5430,GAS,
4762,Goodyear Beaumont Chemical Plant,29.9728,-94.2142,35,339640,GAS,
417,Civic Center,34.0564,-118.2436,35,109847,GAS,
758,Oak Creek Energy Systems I,35.026,-118.3562,35,87548,WIND,
879,San Gorgonio Windplant WPP1993,33.9228,-116.5422,35,74839,WIND,
3883,Munnsville Wind Farm LLC,42.9086,-75.5697,35,84356,WIND,
4326,Casselman Wind Power Project,40,-79,35,95658,WIND,
5568,Osage,43.9703,-104.4106,35,134138,COAL,
4672,Big Spring Wind Power Facility,32.2853,-101.4494,34,74193,WIND,
901,SEGS III,35.0142,-117.559,34,72948,SOLAR,
902,SEGS IV,35.0142,-117.559,34,75894,SOLAR,
904,SEGS V,35.0142,-117.559,34,67029,SOLAR,
3059,Poplar Bluff Generating Station,36.7597,-90.3903,34,859,GAS,
3130,Yazoo,32.8458,-90.4211,34,1962,GAS,
5296,Snoqualmie 2,47.53,-121.8256,34,114728,HYDRO,
372,BP Wilmington Calciner,34.7789,-118.2256,34,216422,OTHER,
616,Inland Ontario Mill,34.0481,-117.5544,34,264924,GAS,
1356,Stone Container Panama City Mill,30.1417,-85.6208,34,237757,BIOMASS,
1507,Kahului,20.8953,-156.4639,34,192063,OIL,
638,Kerckhoff,37.0733,-119.4428,34,39111,HYDRO,
5396,Holcombe,45.2253,-91.1178,34,101613,HYDRO,
3742,Charles P Keller,40.6331,-73.6375,34,2756,GAS,
4624,Great Falls,35.8017,-85.6219,34,105120,HYDRO,
2426,Easton,38.7788,-76.0766,34,992,OIL,
5172,Harriman,42.7936,-72.9144,34,101902,HYDRO,
23,Eielson AFB Central Heat & Power Plant,64.6711,-147.0719,34,69647,COAL,
2361,Lowell Cogen Plant,42.64,-71.323,34,1275,GAS,
2746,Austin DT,43.7006,-92.9617,34,39,GAS,
1448,Riverwood International Macon Mill,32.7714,-83.6281,33,281938,GAS,
1990,Winnetka,42.115,-87.7306,33,3143,GAS,
2351,Hadley Falls,42.2119,-72.6036,33,192789,HYDRO,
2546,Ada Cogeneration LP,42.9627,-85.4941,33,206083,GAS,
251,Crosscut,33.44,-111.9442,33,4056,HYDRO,
799,Pilot Knob,32.7389,-114.7003,33,24250,HYDRO,
1000,University of California San Diego,32.8747,-117.2392,33,190283,GAS,
1160,University of Colorado,40.0153,-105.27,33,4245,GAS,
1756,Grace,42.5873,-111.7281,33,63490,HYDRO,
2323,Cobble Mountain,42.1197,-72.8797,33,18809,HYDRO,
3232,High Rock,35.6008,-80.2339,33,129371,HYDRO,
4250,Lemolo 2,43.2806,-122.4028,33,138473,HYDRO,
3634,Brady,39.4722,-118.7922,33,75697,GEOTHERMAL,
4249,Lemolo 1,43.3558,-122.2494,33,111394,HYDRO,
723,Mojave Siphon,34.3072,-117.3244,33,61777,HYDRO,
2181,Wichita Plant,37.6803,-97.4536,33,0,OTHER,
3799,Glen Park Hydroelectric Project,43.9992,-75.9442,33,138154,HYDRO,
780,Pacific Lumber,40.4728,-124.1014,33,141059,BIOMASS,
1131,Pueblo,38.2664,-104.6152,33,269,GAS,
204,Ellis,35.35,-94.2917,32,143431,HYDRO,
237,Whillock,35.1258,-92.7897,32,148926,HYDRO,
1876,Geneseo,41.3635,-90.164,32,5873,WIND,
4402,Montenay Montgomery LP,40.0967,-75.3103,32,198710,BIOMASS,
306,Agnews Power Plant,37.4058,-121.9272,32,209901,GAS,
2456,Anson Abenaki Hydros,44.7975,-69.8867,32,156146,HYDRO,
4018,Bowling Green Peaking,41.3883,-83.6406,32,1094,GAS,
4056,Hamilton Peaking,39.3528,-84.5183,32,1022,GAS,
4068,Mingo Junction Energy Center,40.3136,-80.6058,32,109986,OTHER,
4119,West 41st Street,41.474,-81.7145,32,339,GAS,
4272,Prospect 2,42.7314,-122.5125,32,225131,HYDRO,
4435,PPL Martins Creek LLC Harwood,40.935,-76.0292,32,360,OIL,
4436,PPL Martins Creek LLC Jenkins,41.2814,-75.8178,32,263,OIL,
4439,PPL Martins Creek LLC Williamsport,41.2358,-77.0083,32,169,OIL,
5253,Little Falls,47.8336,-118.05,32,200463,HYDRO,
1040,Wilmington Hydrogen Plant,33.7803,-118.24,32,209937,OTHER,
2747,Austin Northeast,43.7014,-92.9626,32,2923,COAL,
173,Rock-Tenn Mill,32.4541,-87.9759,32,203814,BIOMASS,
1878,Geneva Generation Facility,41.8911,-88.2711,32,10871,GAS,
2619,Hardy,43.4853,-85.6242,32,79794,HYDRO,
4753,Falcon Dam & Power,26.5575,-99.1642,32,115303,HYDRO,
3216,Falls,35.3944,-80.0753,31,117034,HYDRO,
1187,Exeter Energy LP,41.7132,-71.8223,31,159828,OTHER,
4064,Lebanon,39.4256,-84.1636,31,2,OIL,
770,Ormesa I,32.8156,-115.2568,31,92827,GEOTHERMAL,
1328,Pasco Cnty Solid Waste Resource Recovery,28.3681,-82.5583,31,178061,BIOMASS,
765,OLS Energy Camarillo,34.1594,-119.0464,31,224332,GAS,
333,Balch 1,36.68,-119.3917,31,145051,HYDRO,
378,Burney Forest Products,40.8751,-121.7023,31,221015,BIOMASS,
997,United Cogen,37.6322,-122.3914,31,186878,GAS,
1211,Rocky River,41.5857,-73.4399,31,9492,HYDRO,
4330,Clairton Works,40.3097,-79.8819,31,92798,OTHER,
39,Healy,63.8542,-148.95,31,189785,COAL,
766,OLS Energy Chino,33.9961,-117.6726,31,230435,GAS,
936,Southeast Kern River Cogen,35.4206,-118.9644,31,158017,GAS,
1031,Wheelabrator Norwalk Energy,33.9914,-118.0681,31,87649,GAS,
2154,Ottawa,38.6236,-95.2714,31,1650,GAS,
551,Friant Hydro Facility,37.0756,-119.6561,31,76039,HYDRO,
2802,Franklin Heating Station,44.0219,-92.465,31,69637,GAS,
3090,Viaduct,37.2572,-89.5643,31,64,GAS,
1216,Stevenson,41.3833,-73.1714,31,88710,HYDRO,
180,U S Alliance Coosa Pines,33.3278,-86.3583,30,154357,BIOMASS,
834,Richmond Refinery TG800,37.9433,-122.3843,30,108361,OIL,
2551,Arbor Hills,42.4066,-83.5563,30,133038,BIOMASS,
3445,Berlin Gorham,44.3893,-71.1666,30,182684,HYDRO,
2958,Virginia,47.561,-92.5217,30,114970,COAL,
3600,Cimmarron Solar Facility,36.6079,-104.6329,30,8930,SOLAR,
684,Mammoth Pacific II,37.6464,-118.9092,30,81622,GEOTHERMAL,
716,Mojave 16,35.05,-118.2572,30,46287,WIND,
718,Mojave 18,35.05,-118.2564,30,69211,WIND,
900,SEGS II,34.8621,-116.8281,30,34685,SOLAR,
1357,Stone Container Seminole Mill,30.4178,-81.5978,30,112360,GAS,
1439,Naval Submarine Base Kings Bay,30.7917,-81.5333,30,2247,OIL,
1505,Kaheawa Pastures Wind Farm,20.765,-156.425,30,120227,WIND,
1783,Oneida,42.2678,-111.7478,30,28335,HYDRO,
2968,Willmar,45.1217,-95.0535,30,37475,COAL,
3142,Diamond Willow Wind Facility,46.2753,-104.1836,30,67902,WIND,
3162,OREG 1 Inc,48.2139,-104.3975,30,140656,OTHER,
3163,OREG 2 Inc,48.2142,-104.3975,30,140558,OTHER,
3258,Monroe Generating Station,34.9853,-80.5061,30,10141,GAS,
3616,Navajo Dam,36.8061,-107.6131,30,73147,HYDRO,
3650,Galena 3 Geothermal Power Plant,39.3969,-119.7525,30,179067,GEOTHERMAL,
3667,Richard Burdette Geothermal,39.3969,-119.7525,30,164582,GEOTHERMAL,
3787,Fenner Wind,42.9389,-75.8394,30,26064,WIND,
4235,Hills Creek,43.92,-122.7744,30,149401,HYDRO,
4397,Meyersdale Windpower,39.7847,-79.0169,30,86260,WIND,
4421,Philadelphia Refinery,39.9058,-75.2122,30,68157,OIL,
4423,Piney,41.1903,-79.4403,30,50520,HYDRO,
4496,Camden South Carolina,34.2338,-80.6558,30,17766,COAL,
4954,West Texas Windplant,31.7333,-104.75,30,33619,WIND,
4959,Whitney,31.8694,-97.3667,30,88152,HYDRO,
4978,Cutler,41.8347,-112.0511,30,48987,HYDRO,
5333,Badger Wind Farm,43.1017,-89.5056,30,52599,WIND,
5546,General Chemical,41.5933,-109.7542,30,237241,COAL,
699,Mesa Wind Power Corp,33.9461,-116.6769,30,53571,WIND,
732,Muck Valley Hydroelectric,41.015,-121.1549,30,30561,HYDRO,
1953,Rantoul,40.3135,-88.1235,30,295,OIL,
2094,Clay Center,39.375,-97.1347,30,618,GAS,
4609,Cargill Corn Wet Milling Plant,35.0828,-90.1372,30,40235,COAL,
1135,Ridge Crest Wind Partners,40.9619,-103.1153,30,72974,WIND,
1690,Top of Iowa Windfarm III,43.3597,-93.3208,30,70396,WIND,
2719,Vestaburg,43.4016,-84.9141,30,1595,GAS,
2827,International Paper Sartell Mill,45.6183,-94.2005,30,113643,COAL,
3314,Weyerhaeuser New Bern NC,35.212,-77.1144,30,203799,BIOMASS,
1440,North Highlands,32.4992,-84.9967,30,121298,HYDRO,
2858,Maple Lake,45.229,-94.0097,29,191,OIL,
2872,Montgomery,44.4421,-93.565,29,0,OIL,
2909,Rock Lake CT,45.819,-92.9702,29,202,OIL,
4356,Forward Windpower LLC,40.0853,-78.8633,29,59905,WIND,
5550,Happy Jack Windpower Project,41.1464,-105.0078,29,82363,WIND,
2136,Larned,38.1762,-99.1005,29,43,OIL,
2761,Boise Cascade International Falls,48.6056,-93.4065,29,173037,BIOMASS,
7,Aurora Energy LLC Chena,64.8461,-147.7286,29,204196,COAL,
610,Huenene Paper Mill,34.1414,-119.1831,29,200207,GAS,
720,Mojave 4,35.0506,-118.2572,29,74991,WIND,
836,Ridgetop Energy LLC,35.0697,-118.3167,29,65190,WIND,
5055,Covanta Alexandria/Arlington Energy,38.8014,-77.1288,29,164503,BIOMASS,
1095,Fruita,39.1622,-108.7242,29,579,GAS,
2068,University of Notre Dame,41.7094,-86.2367,29,76801,GAS,
3539,Kenilworth Energy Facility,40.6781,-74.2744,29,160986,GAS,
4572,Aberdeen CT,45.4297,-98.4267,29,62,OIL,
4637,Ocoee 3,35.075,-84.4833,29,157172,HYDRO,
984,TPC Windfarms LLC,35.05,-118.2572,29,59966,WIND,
2624,Hillsdale,41.9061,-84.6319,29,60,GAS,
4128,Boomer Lake Station,36.1438,-97.0681,29,87,GAS,
1018,Wadham Energy LP,39.1019,-122.1113,29,175653,BIOMASS,
2316,Cabot Holyoke,42.2,-72.61,29,8912,HYDRO,
793,PE Berkeley,37.8686,-122.2944,29,202553,GAS,
3294,Smithfield Packing Bladen,34.5789,-78.7928,29,314,OIL,
5559,McFadden Ridge,41.7244,-105.9906,29,77364,WIND,
2474,Charles E Monty,44.0992,-70.2214,28,140209,HYDRO,
2902,Rapids Energy Center,47.2338,-93.5361,28,113603,BIOMASS,
5447,Prairie Du Sac,43.3089,-89.3133,28,145813,HYDRO,
808,Pitchess Cogen Station,34.4649,-118.593,28,201585,GAS,
2193,Dix Dam,37.7864,-84.7028,28,35921,HYDRO,
2100,East 12th Street,37.2376,-96.9619,28,12306,GAS,
381,C P Kelco San Diego Plant,32.6947,-117.1436,28,85120,GAS,
451,Covanta Mendota,36.7487,-120.3776,28,172729,BIOMASS,
564,Geo East Mesa III,32.7757,-115.2637,28,109072,GEOTHERMAL,
837,Rio Bravo Fresno,36.6849,-119.7199,28,177962,BIOMASS,
1046,Woodland Biomass Power Ltd,38.6905,-121.7371,28,175584,BIOMASS,
1082,Crystal,38.4703,-107.8744,28,150971,HYDRO,
1661,Pella Peaking,41.4106,-92.9378,28,153,OIL,
2718,Verso Paper Quinnesec Mich Mill,45.7956,-87.9556,28,212684,BIOMASS,
3307,Univ of NC Chapel Hill Cogen Facility,35.9069,-79.0617,28,65962,COAL,
3831,Huntington Resource Recovery Facility,40.8814,-73.2906,28,188087,BIOMASS,
4548,Rocky Creek,34.54,-80.8778,28,0,HYDRO,
4625,J P Priest,36.1564,-86.6186,28,56107,HYDRO,
5293,Sierra Pacific Burlington Facility,48.4481,-122.4331,28,188302,BIOMASS,
841,Rio Bravo Rocklin,38.8316,-121.3134,28,172275,BIOMASS,
3604,Elephant Butte,33.1319,-107.2514,28,67473,HYDRO,
1778,Minidoka,42.6342,-113.6625,28,110357,HYDRO,
877,San Gorgonio Farms Wind Energy,33.9264,-116.6147,28,70561,WIND,
1154,Tesla,38.9906,-104.8603,28,70131,HYDRO,
917,Sierra Pacific Quincy Facility,39.9402,-120.9095,28,151953,BIOMASS,
1337,Rayonier Fernandina Mill,30.6612,-81.473,28,194379,BIOMASS,
2489,Indeck Jonesboro Energy Center,44.6781,-67.5477,28,121727,BIOMASS,
2490,Indeck West Enfield Energy Center,45.2534,-68.6285,28,167807,BIOMASS,
5275,Packwood,46.5958,-121.5694,28,95500,HYDRO,
669,Lodi,38.1562,-121.2975,27,125,GAS,
2447,UMCP CHP Plant,39.0589,-76.9517,27,151286,GAS,
2472,Caribou Generation Station,46.848,-68.0026,27,5089,HYDRO,
499,Dutch Flat 2,39.2235,-120.8332,27,105818,HYDRO,
797,Phillips 66 Carbon Plant,38.0191,-122.2367,27,113784,OTHER,
1359,Suwannee River Chemical Complex,30.4447,-82.7842,27,59156,OTHER,
3774,East Hampton,40.9619,-72.2095,27,14188,OIL,
283,Snowflake White Mountain Power LLC,34.4917,-110.3211,27,157559,BIOMASS,
5064,DEGS of Narrows LLC,37.3451,-80.764,27,154813,COAL,
478,Difwind Farms Ltd VI,35.0506,-118.1714,27,46336,WIND,
439,Copco 2,41.9753,-122.3569,27,88801,HYDRO,
589,Hanford,36.2745,-119.6512,27,166514,OIL,
626,Jefferson Smurfit Santa Clara Mill,37.3672,-121.9247,27,199516,GAS,
3393,J Street,40.8078,-96.8108,27,8,GAS,
3588,West Station,39.4903,-75.0486,27,3260,OIL,
4415,Orrtanna,39.8442,-77.3511,27,1021,OIL,
4606,Buffalo Mountain Energy Center,36.0444,-84.3444,27,40570,WIND,
4874,Riverview,35.2092,-101.8414,27,18475,GAS,
5134,Tasley,37.7061,-75.7031,27,951,OIL,
5260,Main Canal Headworks,47.6164,-119.2992,27,95627,HYDRO,
2187,Calvert City,37.0467,-88.3506,27,204428,GAS,
713,Mobile GT,39.4373,-123.3794,27,3892,OIL,
1864,Factory,39.8266,-89.6368,27,25,OIL,
1650,New Hampton,43.0689,-92.3201,27,423,GAS,
1129,Ponnequin,40.8414,-104.8764,26,49034,WIND,
5272,Nine Mile,47.7667,-117.5844,26,101430,HYDRO,
3017,Jackson,37.3847,-89.6606,26,310,OIL,
3415,North Platte,41.0864,-100.7594,26,90665,HYDRO,
2985,Anheuser-Busch St Louis,38.5961,-90.2128,26,57583,COAL,
3411,Nebraska City # 1,40.6806,-95.8475,26,0,GAS,
3670,Soda Lake Geothermal No I II,39.5557,-118.8383,26,68481,GEOTHERMAL,
4012,Ashtabula,41.8882,-80.7652,26,149748,GAS,
4487,Ridgewood Providence Power,41.8069,-71.53,26,136949,BIOMASS,
642,Kern River 1,35.4614,-118.7808,26,48415,HYDRO,
1099,Green Mountain,40.1375,-106.43,26,50209,HYDRO,
3641,Desert Peak Power Plant,39.7528,-118.9535,26,110752,GEOTHERMAL,
3962,Stark,44.4553,-74.7614,26,97296,HYDRO,
4201,Clearwater 2,43.2669,-122.4097,26,29705,HYDRO,
4207,Cougar,44.4017,-122.5633,26,120846,HYDRO,
4392,Locust Ridge,40.855,-76.1292,26,76914,WIND,
5029,Whitehead,40.1817,-111.6203,26,7001,GAS,
5316,Wheelabrator Spokane,47.6374,-117.4912,26,141498,BIOMASS,
83,S W Bailey,55.3633,-131.6778,26,0,OIL,
1208,Pratt & Whitney,41.75,-72.6347,26,130828,GAS,
3249,Lookout Shoals,35.7575,-81.0894,26,84938,HYDRO,
4737,Enterprise Products Operating,29.8247,-94.9197,26,187900,GAS,
757,NTC/MCRD Energy Facility,32.7353,-117.2083,26,158345,GAS,
221,Narrows,34.1483,-93.7149,26,29783,HYDRO,
848,Robbs Peak,38.8965,-120.3783,26,61112,HYDRO,
2534,Stetson Wind II,45.5822,-67.9586,26,44804,WIND,
3278,Rhodhiss,35.7742,-81.4381,26,62164,HYDRO,
5157,Burlington GT,44.4817,-73.2241,26,196,OIL,
532,EUIPH Wind Farm,33.9447,-116.6222,25,46204,WIND,
2512,Penobscot Energy Recovery,44.7383,-68.8258,25,161927,BIOMASS,
5450,Rhinelander Mill,45.6394,-89.4205,25,36096,COAL,
768,ONeill,37.0986,-121.0477,25,1624,HYDRO,
2712,Tower,45.3628,-84.295,25,180,OIL,
5192,Sheldon Springs Hydroelectric,44.9108,-72.9736,25,88075,HYDRO,
319,Altech III,33.9603,-116.5364,25,45163,WIND,
175,Sloss Industries Corp,33.5611,-86.8106,25,43208,OTHER,
308,Aidlin Geothermal Power Plant,38.8339,-122.881,25,148961,GEOTHERMAL,
717,Mojave 17,35.05,-118.2572,25,41974,WIND,
782,Pacific-Ultrapower Chinese Station,37.8746,-120.4774,25,112908,BIOMASS,
1276,DeSoto Next Generation Solar Energy,27.3,-81.7,25,53341,SOLAR,
1801,Swan Falls,43.2435,-116.3788,25,124623,HYDRO,
1918,Mallard Lake Electric,41.9533,-88.1889,25,104145,BIOMASS,
2230,Alliance Refinery,29.6833,-89.975,25,76972,OTHER,
2941,Taconite Ridge 1 Wind Energy Center,47.5747,-92.5917,25,63907,WIND,
2971,Wilmarth,44.197,-94.0087,25,89174,BIOMASS,
3126,Terra Mississippi Nitrogen,32.9028,-90.3831,25,160039,GAS,
3486,Pinetree Power Tamworth,43.8361,-71.2189,25,157753,BIOMASS,
3886,Neversink,41.8194,-74.6358,25,36154,HYDRO,
3924,Rainbow Falls,44.5178,-74.8228,25,99497,HYDRO,
4293,Vansycle,45.8792,-118.6372,25,73857,WIND,
4594,Rolling Thunder Wind Farm,35.4408,-84.5922,25,82240,WIND,
5019,Tesoro SLC Cogeneration Plant,40.7931,-111.9038,25,183900,GAS,
5542,Foote Creek III,41.6689,-106.0114,25,71717,WIND,
4137,Cushing,35.9826,-96.7757,25,0,OTHER,
5209,Boulder Park,47.7,-117.15,25,10938,GAS,
4242,Klondike Wind Power,45.5781,-120.5517,25,47889,WIND,
5359,Custer Energy Center,44.0833,-87.7167,25,497,GAS,
5527,Winfield,38.5156,-81.9119,25,95950,HYDRO,
336,Bear Canyon Power Plant,38.7628,-122.6954,24,103615,GEOTHERMAL,
1639,Maquoketa 1,42.2618,-90.4184,24,0,OTHER,
4378,Indiana University of Pennsylvania,40.6144,-79.1594,24,12678,GAS,
1444,Rabun Gap Cogen Facility,34.9536,-83.3786,24,87890,BIOMASS,
2782,Delano,45.0357,-93.7921,24,39,OIL,
4369,Harrisburg Facility,40.2453,-76.8553,24,99654,BIOMASS,
4588,Lake Preston,44.3658,-97.3751,24,982,OIL,
452,Covanta Stanislaus Energy,37.3853,-121.141,24,122589,BIOMASS,
479,Difwind Farms Ltd VII,37.7581,-121.5253,24,38333,WIND,
1648,Mt Pleasant,40.9719,-91.5508,24,943,OIL,
2177,Wellington 1,37.2609,-97.4048,24,330,GAS,
2680,Plant Four,46.5761,-87.575,24,153,OIL,
2696,Sixth Street,42.7926,-86.1036,24,0,OIL,
2736,Adams Wind Farm,43.5403,-92.7289,24,56083,WIND,
3470,Lempster Wind LLC,43.5,-72.3333,24,75688,WIND,
3789,Five Falls,44.5281,-74.8494,24,96895,HYDRO,
4321,Blossburg,41.7219,-77.0831,24,2371,GAS,
4414,Orchard Park,39.9109,-77.6667,24,11850,GAS,
4470,Wind Park Bear Creek,41.2222,-75.8144,24,65247,WIND,
4516,Great Falls,34.5592,-80.8917,24,6132,HYDRO,
4630,McMinnville,35.705,-85.7439,24,88,OIL,
4897,Sherwin Alumina,27.9286,-97.2758,24,158209,OTHER,
5102,Mount Clinton,38.4681,-78.865,24,801,OIL,
5117,Radford Army Ammunition Plant,37.1744,-80.6425,24,27497,COAL,
5305,Twin Falls Hydro,47.6753,-122.1869,24,75802,HYDRO,
530,Etiwanda,34.0891,-117.528,24,30142,HYDRO,
1677,Spencer,43.1446,-95.1143,24,32,OIL,
2691,Saint Marys Falls,46.5062,-84.3494,24,164569,HYDRO,
4268,PHP 1,45.4833,-122.0806,24,55053,HYDRO,
788,Pardee,38.2569,-120.8507,24,130964,HYDRO,
3645,ENEL Salt Wells LLC,39.2944,-118.5725,24,112673,GEOTHERMAL,
719,Mojave 3,35.05,-118.2572,24,63400,WIND,
1386,Blue Ridge,34.8825,-84.2803,24,34545,HYDRO,
2278,Oak Point Cogen,29.8,-90.0083,24,85699,GAS,
3654,Jersey Valley Geothermal Power Plant,40.1808,-117.4739,24,776,GEOTHERMAL,
4872,Rio Grande Valley Sugar Growers,26.2589,-97.8631,24,42,BIOMASS,
1754,Gem State,43.4624,-112.0692,23,108210,HYDRO,
2008,CC Perry K,39.7631,-86.1667,23,10224,COAL,
2841,Koda Biomass Plant,44.7956,-93.5386,23,127058,BIOMASS,
3856,Lederle Laboratories,41.0772,-74.0181,23,147884,GAS,
4951,Wasson CO2 Removal Plant,33.0058,-102.7514,23,90560,GAS,
5424,Mosinee Paper,44.7881,-89.6917,23,126053,BIOMASS,
3156,Miles City GT,46.4083,-105.4142,23,1021,GAS,
4718,Delaware Mountain Windfarm,31.6414,-104.7519,23,47939,WIND,
5463,St Croix Falls,45.4103,-92.6464,23,106629,HYDRO,
20,Delta Power,64.0283,-145.7181,23,13,OIL,
975,Thermal Energy Dev Partnshp LP,37.7149,-121.4883,23,138169,BIOMASS,
1623,John Deere Dubuque Works,42.5734,-90.6923,23,2306,COAL,
2903,Red Wing,44.5686,-92.5161,23,92989,BIOMASS,
4636,Ocoee 2,35.0831,-84.4911,23,51072,HYDRO,
2313,Boott Hydropower,42.5736,-71.7358,23,77563,HYDRO,
772,Ormesa II,32.7873,-115.2479,23,97469,GEOTHERMAL,
5228,Electron,47.1333,-122.3722,23,88025,HYDRO,
1694,University of Iowa Main Power Plant,41.6572,-91.54,23,71295,COAL,
111,University of Alaska Fairbanks,64.8542,-147.822,23,56986,COAL,
2607,Gladstone,45.8475,-87.0036,23,0,OIL,
2681,Portage,47.0808,-88.6472,23,1461,OIL,
113,Utility Plants Section,64.6715,-147.0772,23,107245,COAL,
721,Mojave 5,35.05,-118.2572,23,62089,WIND,
1489,Yonah,34.6814,-83.3419,23,51050,HYDRO,
1667,Red Cedar,41.9689,-91.6689,23,1075,GAS,
1734,Camp Reed,42.815,-115.0569,23,191,WIND,
3238,KapStone Kraft Paper Corp,36.4769,-77.6414,23,167677,COAL,
3396,Johnson 2,40.6839,-99.7447,23,127682,HYDRO,
3549,Middlesex Generating Facility,40.4903,-74.3156,23,60902,BIOMASS,
3581,Sunoco Eagle Point Refinery,39.8743,-75.1595,23,0,OTHER,
5119,Reusens,37.4639,-79.1856,23,19723,HYDRO,
5529,Arvada,44.69,-106.1092,23,2335,GAS,
5530,Barber Creek,43.7219,-105.7689,23,2190,GAS,
5551,Hartzog,43.8294,-105.5322,23,2311,GAS,
101,Swan Lake,55.3633,-131.6778,22,91977,HYDRO,
102,Terror Lake,57.7911,-152.4058,22,123964,HYDRO,
728,Mountain View III,33.9103,-116.5453,22,84581,WIND,
969,Tehachapi Wind Resource II,35.1061,-118.3114,22,51071,WIND,
52,Kodiak,57.785,-152.4247,22,9766,OIL,
2734,Zeeland,42.8067,-86.0558,22,0,OTHER,
2048,Northeast,38.0211,-87.5172,22,33,GAS,
1310,McKay Bay Facility,27.8061,-82.3978,22,146753,BIOMASS,
498,Dutch Flat,39.2158,-120.8355,22,89882,HYDRO,
581,Grizzly,39.9364,-120.9133,22,33853,HYDRO,
1011,Victory Garden Phase IV LLC,35.3111,-118.4319,22,44936,WIND,
1308,Marathon Generating Plant,24.7111,-81.0927,22,0,OTHER,
1594,Forest City Light Plant,43.2632,-93.6354,22,224,OIL,
1877,Geneva Energy LLC,41.5001,-87.5958,22,17077,OTHER,
2259,IMC Phosphates Company Uncle Sam,30.0028,-90.8264,22,150841,OTHER,
2438,NIH Cogeneration Facility,39,-77.0939,22,121951,GAS,
2498,Maine Energy Recovery,43.4962,-70.4531,22,120521,BIOMASS,
3045,Nevada,37.8503,-94.3444,22,0,OIL,
3380,Don Henry,40.5832,-98.4201,22,0,GAS,
3385,Falls City,40.055,-95.6083,22,0,OTHER,
3772,E J West,43.3192,-73.9203,22,65519,HYDRO,
5378,Flambeau Hydroelectric Station,45.4914,-91.4969,22,74375,HYDRO,
792,Patterson Pass,37.5,-121.5,22,31014,WIND,
1615,Independence,42.4753,-91.8872,22,238,OIL,
2764,Buffalo Ridge Windplant WPP 1993,44.2733,-96.0728,22,129235,WIND,
3978,Trenton Falls,43.2758,-75.1567,22,140691,HYDRO,
5358,Cumberland,45.5236,-92.0256,22,51,OIL,
1174,Branford,41.2925,-72.7942,22,706,OIL,
1190,Franklin Drive,41.7994,-73.1156,22,861,OIL,
